"receipt_id","supplier_id","warehouse_name","inbnd_type","inbnd_duration_min","started_at","sku_cnt","category_level4_cnt","start_hour","start_week","start_weekday"
"01003739098","718f5685-c732-11ed-ae77-08c0eb320147",РЦ СБЛ ВЛГ-2 WMS,Хранение от поставщика,36.136274766666666,2025-06-28 08:33:15.812,7496.0,1,"8","26","6"
"01003784999","3cd9aeaa-76f8-11ee-8860-08c0eb32014b",РЦ СБЛ ВЛГ-2 WMS,Хранение от поставщика,2.511681633333333,2025-07-20 06:38:20.211,1128.0,1,"6","29","0"
"01003804700","29966288-1e27-11ed-885a-08c0eb32014b",РЦ СБЛ ТМН,Хранение от поставщика,131.3322697,2025-08-01 03:17:17.194,4992.0,3,"3","31","5"
"01003835643","0bd913d9-4b82-11ec-85ad-1c34dae33151",РЦ СБЛ КСК,Хранение от поставщика,68.31904608333333,2025-08-13 05:17:49.472,3528.0,6,"5","33","3"
"01003870013","29966288-1e27-11ed-885a-08c0eb32014b",РЦ СБЛ СМР,Хранение от поставщика,3.48994725,2025-08-31 05:36:39.470,3528.0,4,"5","35","0"
"01003881509",e0126b4f-d4f1-11eb-85ac-1c34dae33151,РЦ СБЛ НН,Кросс-док,1.1878469833333334,2025-09-06 11:34:24.655,24.0,1,"11","36","6"
"01003882916",ae51b1d8-31f5-11ee-885f-08c0eb32014b,РЦ СБЛ КСК,Кросс-док,5.937450783333333,2025-09-12 04:15:10.493,1440.0,1,"4","37","5"
"01003884756","6876d873-0939-11ef-8861-08c0eb32014b",РЦ СБЛ КСК,Кросс-док,1.8903819499999999,2025-09-12 11:04:29.359,432.0,1,"11","37","5"
"01003898698",fe37e020-bf16-11ed-ae77-08c0eb320147,РЦ СБЛ ВЛГ-2 WMS,Хранение от поставщика,2.3707223166666664,2025-09-14 11:09:54.856,1440.0,2,"11","37","0"
"01003703012",a478fb2c-733c-11ea-bca4-0050560306e1,РЦ СБЛ КСК,Хранение от поставщика,12.588560366666666,2025-06-26 10:05:57.209,1872.0,1,"10","26","4"
"01003714024","29966288-1e27-11ed-885a-08c0eb32014b",РЦ СБЛ НН,Хранение от поставщика,3.5701812499999996,2025-06-14 11:21:12.913,1512.0,3,"11","24","6"
"01003720187",b816da60-c690-11ea-b7de-0050560306e1,РЦ СБЛ ВЛГ-2 WMS,Хранение от поставщика,20.02909191666667,2025-06-20 08:07:36.978,1584.0,2,"8","25","5"
"01003720679","4d0c5473-7955-11e9-80c5-0cc47a817925",РЦ СБЛ НН,Хранение от поставщика,1.4613194500000002,2025-06-11 09:57:22.121,456.0,1,"9","24","3"
"01003757798",a478fb2c-733c-11ea-bca4-0050560306e1,РЦ СБЛ РНД-2,Хранение от поставщика,4.249663733333334,2025-07-11 08:44:49.696,1332.0,1,"8","28","5"
"01003798019",ded9af41-bbef-11ec-8857-08c0eb32014b,РЦ СБЛ ТМН,Хранение от поставщика,5.693971366666667,2025-07-29 06:01:03.017,636.0,1,"6","31","2"
"01003853926",a478fb2c-733c-11ea-bca4-0050560306e1,РЦ СБЛ РНД-2,Хранение от поставщика,10.699019616666668,2025-08-29 12:31:53.701,1272.0,1,"12","35","5"
"01003865984",dd0df3c5-e7cb-11ec-ae71-08c0eb320147,РЦ СБЛ ВЛГ-2 WMS,Хранение от поставщика,13.92878305,2025-08-29 07:56:39.226,4176.0,3,"7","35","5"
"01003873815",a6ef32dc-76e3-11e9-80c5-0cc47a817925,РЦ СБЛ НСК,Хранение от поставщика,10.430178266666667,2025-09-02 09:14:33.083,11580.0,5,"9","36","2"
"01003874048","141f3c79-76a9-11eb-85a3-1c34dae33151",РЦ СБЛ НСК,Хранение от поставщика,1.5277266333333333,2025-09-07 05:07:23.028,1044.0,1,"5","36","0"
"01003880645","3cd9aeaa-76f8-11ee-8860-08c0eb32014b",РЦ СБЛ СМР,Кросс-док,5.85232655,2025-09-09 11:15:10.177,2208.0,1,"11","37","2"
"01003910139",a122042b-f9c7-11ea-8599-1c34dae33151,РЦ СБЛ КНД-3,Хранение от поставщика,4.680346766666667,2025-09-17 12:11:10.063,3380.0,2,"12","38","3"
"01003686240","4a4ffdc0-715c-11ed-b96e-08c0eb32008b",РЦ СБЛ КСК,Хранение от поставщика,13.958506966666667,2025-05-29 02:34:26.957,13104.0,1,"2","22","4"
"01003730441","3cd9aeaa-76f8-11ee-8860-08c0eb32014b",РЦ СБЛ ВЛГ-2 WMS,Хранение от поставщика,2.941764566666667,2025-06-22 05:58:29.054,1344.0,1,"5","25","0"
"01003817417",a6ef32dc-76e3-11e9-80c5-0cc47a817925,РЦ СБЛ РНД-2,Хранение от поставщика,24.702629783333336,2025-08-05 07:00:44.528,7596.0,8,"7","32","2"
"01003820037","875bbabf-ba1c-11eb-85ab-1c34dae33151",РЦ СБЛ РНД-2,Хранение от поставщика,5.078145033333333,2025-08-07 06:01:33.188,3228.0,3,"6","32","4"
"01003893245","29966288-1e27-11ed-885a-08c0eb32014b",РЦ СБЛ ВРЖ Нечаевка,Хранение от поставщика,49.444577966666664,2025-09-11 08:42:38.381,11724.0,5,"8","37","4"
"01003591927",a478fb2c-733c-11ea-bca4-0050560306e1,РЦ СДГ КСК,Кросс-док,4.939380916666667,2025-04-24 08:13:13.517,1536.0,1,"8","17","4"
"01003593500","875bbabf-ba1c-11eb-85ab-1c34dae33151",РЦ СБЛ ТМН,Кросс-док,36.514046,2025-04-11 07:01:57.048,1773.0,3,"7","15","5"
"01003675152",c1ae6f0a-ee93-11ea-8599-1c34dae33151,РЦ СБЛ ВЛГ-2 WMS,Хранение от поставщика,4.519003283333333,2025-05-24 06:54:38.947,3138.0,3,"6","21","6"
"01003790932","875bbabf-ba1c-11eb-85ab-1c34dae33151",РЦ СБЛ РНД-2,Хранение от поставщика,7.008273816666667,2025-07-24 05:45:59.947,5556.0,3,"5","30","4"
"01003811585",e0126b4f-d4f1-11eb-85ac-1c34dae33151,РЦ СБЛ НН,Кросс-док,1.4929394833333334,2025-08-02 08:30:40.150,288.0,2,"8","31","6"
"01003814840","29966288-1e27-11ed-885a-08c0eb32014b",РЦ СБЛ ТМН,Хранение от поставщика,4.7108553833333335,2025-08-07 03:19:04.854,4032.0,3,"3","32","4"
"01003835871","4d0c5473-7955-11e9-80c5-0cc47a817925",РЦ СБЛ НН,Хранение от поставщика,17.02788715,2025-08-14 07:22:47.594,5784.0,2,"7","33","4"
"01003855716",b816da60-c690-11ea-b7de-0050560306e1,РЦ СБЛ СМР,Хранение от поставщика,1.2830355833333333,2025-08-27 08:40:14.080,216.0,1,"8","35","3"
"01003867607",a478fb2c-733c-11ea-bca4-0050560306e1,РЦ СБЛ ВЛГ-2 WMS,Хранение от поставщика,13.2736238,2025-09-01 12:11:55.302,1800.0,1,"12","36","1"
"01003890305","8d590545-fff9-11eb-a0ee-ec0d9a21b021",РЦ СБЛ ВРЖ Нечаевка,Кросс-док,36.73194311666667,2025-09-09 09:14:12.405,5256.0,5,"9","37","2"
"01003891227",dd0df3c5-e7cb-11ec-ae71-08c0eb320147,РЦ СБЛ КНД-3,Хранение от поставщика,16.248465633333332,2025-09-09 12:40:34.940,6576.0,4,"12","37","2"
"01003654789",b816da60-c690-11ea-b7de-0050560306e1,РЦ СБЛ ВЛГ-2 WMS,Хранение от поставщика,1.2420245333333333,2025-05-16 07:22:43.476,576.0,2,"7","20","5"
"01003656220",fe37e020-bf16-11ed-ae77-08c0eb320147,РЦ СБЛ ВЛГ-2 WMS,Хранение от поставщика,2.7809068,2025-05-15 09:24:06.032,792.0,2,"9","20","4"
"01003677954","29966288-1e27-11ed-885a-08c0eb32014b",РЦ СБЛ ТМН,Кросс-док,8.366602016666667,2025-05-28 05:05:30.845,5040.0,3,"5","22","3"
"01003682647",ac70539a-7305-11ee-8860-08c0eb32014b,РЦ СБЛ КСК,Хранение от поставщика,8.511009,2025-05-27 04:32:15.161,960.0,1,"4","22","2"
"01003781861","29966288-1e27-11ed-885a-08c0eb32014b",РЦ СБЛ НН,Хранение от поставщика,9.041243766666666,2025-07-19 07:18:07.455,4536.0,2,"7","29","6"
"01003821745",b816da60-c690-11ea-b7de-0050560306e1,РЦ СБЛ НН,Кросс-док,3.3213782166666665,2025-08-09 06:07:04.208,792.0,2,"6","32","6"
"01003825324",a478fb2c-733c-11ea-bca4-0050560306e1,РЦ СБЛ КСК,Хранение от поставщика,10.31509405,2025-08-21 07:22:17.099,3840.0,1,"7","34","4"
"01003846114","875bbabf-ba1c-11eb-85ab-1c34dae33151",РЦ СБЛ ВЛГ-2 WMS,Кросс-док,3.8676564,2025-08-21 08:11:21.349,1818.0,1,"8","34","4"
"01003858981",a6ef32dc-76e3-11e9-80c5-0cc47a817925,РЦ СБЛ ВЛГ-2 WMS,Хранение от поставщика,60.566947733333336,2025-08-29 06:54:38.017,2160.0,2,"6","35","5"
"01003628252","3cd9aeaa-76f8-11ee-8860-08c0eb32014b",РЦ СБЛ ВЛГ-2 WMS,Хранение от поставщика,4.111908133333333,2025-05-11 07:25:34.146,2688.0,1,"7","19","0"
"01003676946","875bbabf-ba1c-11eb-85ab-1c34dae33151",РЦ СБЛ ТМН,Кросс-док,12.570573683333333,2025-05-23 08:17:09.564,6063.0,3,"8","21","5"
"01003742995","875bbabf-ba1c-11eb-85ab-1c34dae33151",РЦ СБЛ НН,Хранение от поставщика,13.835905,2025-06-26 09:20:50.807,2970.0,3,"9","26","4"
"01003780153","718f5685-c732-11ed-ae77-08c0eb320147",РЦ СБЛ РНД-2,Хранение от поставщика,0.44569128333333335,2025-07-18 13:17:48.591,384.0,1,"13","29","5"
"01003798614",a478fb2c-733c-11ea-bca4-0050560306e1,РЦ СБЛ РНД-2,Хранение от поставщика,12.681018566666667,2025-08-01 10:36:11.312,1188.0,1,"10","31","5"
"01003839719","3cd9aeaa-76f8-11ee-8860-08c0eb32014b",РЦ СБЛ ВЛГ-2 WMS,Хранение от поставщика,1.89770035,2025-08-17 12:52:41.640,1524.0,1,"12","33","0"
"01003839869",dd0df3c5-e7cb-11ec-ae71-08c0eb320147,РЦ СБЛ ВЛГ-2 WMS,Хранение от поставщика,24.618474600000003,2025-08-15 12:15:41.720,6192.0,3,"12","33","5"
"01003840303",a478fb2c-733c-11ea-bca4-0050560306e1,РЦ СБЛ НСК,Хранение от поставщика,8.422347066666667,2025-08-25 06:26:12.790,3936.0,1,"6","35","1"
"01003845742",f867fb96-d63d-11ea-8598-1c34dae33151,РЦ СБЛ СМР,Хранение от поставщика,21.16636455,2025-08-19 10:42:05.784,2766.0,4,"10","34","2"
"01003856270","141f3c79-76a9-11eb-85a3-1c34dae33151",РЦ СБЛ РНД-2,Хранение от поставщика,3.7382850166666666,2025-09-04 07:11:01.693,6048.0,1,"7","36","4"
"01003878554","3f86f1f4-2a8e-11ed-b106-08c0eb31fffb",РЦ СБЛ НСК,Хранение от поставщика,9.259256233333334,2025-09-03 07:24:32.188,52.0,3,"7","36","3"
"01003888608","875bbabf-ba1c-11eb-85ab-1c34dae33151",РЦ СБЛ КНД-3,Хранение от поставщика,12.532717716666667,2025-09-10 06:26:28.647,3951.0,2,"6","37","3"
"01003893265","29966288-1e27-11ed-885a-08c0eb32014b",РЦ СБЛ НН,Хранение от поставщика,3.213151416666667,2025-09-11 07:31:28.603,1512.0,1,"7","37","4"
"01003767077","8d590545-fff9-11eb-a0ee-ec0d9a21b021",РЦ СБЛ ВЛГ-2 WMS,Хранение от поставщика,5.523192216666667,2025-07-09 08:25:07.461,2040.0,1,"8","28","3"
"01003793548","718f5685-c732-11ed-ae77-08c0eb320147",РЦ СБЛ ВЛГ-2 WMS,Хранение от поставщика,16.633530433333334,2025-07-27 09:12:46.080,3834.0,1,"9","30","0"
"01003875724","036140e6-3639-11f0-aa25-be3af2b6059f",РЦ СБЛ КСК,Хранение от поставщика,1.2848312833333333,2025-09-01 05:07:59.871,696.0,1,"5","36","1"
"01003627550","25aa0efd-d1be-11ea-b7de-0050560306e1",РЦ СБЛ ВЛГ-2 WMS,Хранение от поставщика,3.0744956333333335,2025-04-28 09:32:24.480,1560.0,1,"9","18","1"
"01003702848",a122042b-f9c7-11ea-8599-1c34dae33151,РЦ СБЛ НН,Хранение от поставщика,4.6091781166666665,2025-06-10 06:47:19.612,4460.0,2,"6","24","2"
"01003710517",b816da60-c690-11ea-b7de-0050560306e1,РЦ СБЛ НН,Хранение от поставщика,9.438805133333334,2025-06-14 15:48:42.620,1368.0,2,"15","24","6"
"01003757816",a478fb2c-733c-11ea-bca4-0050560306e1,РЦ СБЛ НН,Хранение от поставщика,4.377562983333333,2025-07-08 08:15:45.066,804.0,1,"8","28","2"
"01003787379",c1ae6f0a-ee93-11ea-8599-1c34dae33151,РЦ СБЛ УФА-2,Хранение от поставщика,4.3808982,2025-07-24 12:19:29.920,2634.0,3,"12","30","4"
"01003806099",b816da60-c690-11ea-b7de-0050560306e1,РЦ СБЛ ВЛГ-2 WMS,Кросс-док,6.439907516666667,2025-08-01 08:00:02.404,1440.0,2,"8","31","5"
"01003828838",a6ef32dc-76e3-11e9-80c5-0cc47a817925,РЦ СБЛ НСК,Хранение от поставщика,20.579395966666667,2025-08-10 06:59:18.909,2268.0,2,"6","32","0"
"01003849522",b816da60-c690-11ea-b7de-0050560306e1,РЦ СБЛ НН,Кросс-док,5.0395937,2025-08-23 12:46:13.210,1944.0,1,"12","34","6"
"01003850869","8d590545-fff9-11eb-a0ee-ec0d9a21b021",РЦ СБЛ РНД-2,Хранение от поставщика,62.44003761666667,2025-08-19 11:31:30.729,5160.0,3,"11","34","2"
"01003867422",a478fb2c-733c-11ea-bca4-0050560306e1,РЦ СБЛ ТМН,Кросс-док,1.4106339666666665,2025-09-09 05:03:55.708,360.0,1,"5","37","2"
"01003871166","036140e6-3639-11f0-aa25-be3af2b6059f",РЦ СБЛ ВРЖ Нечаевка,Кросс-док,2.0049821,2025-09-02 09:57:44.346,744.0,1,"9","36","2"
"01003875054",a6ef32dc-76e3-11e9-80c5-0cc47a817925,РЦ СБЛ НСК,Хранение от поставщика,22.579330133333332,2025-09-03 08:20:48.302,2268.0,2,"8","36","3"
"01003880429","875bbabf-ba1c-11eb-85ab-1c34dae33151",РЦ СБЛ СМР,Хранение от поставщика,9.11277985,2025-09-06 06:58:06.069,2463.0,2,"6","36","6"
"01003890210","036140e6-3639-11f0-aa25-be3af2b6059f",РЦ СБЛ КСК,Хранение от поставщика,2.1923229833333333,2025-09-08 05:27:43.192,204.0,1,"5","37","1"
"01003896621",a478fb2c-733c-11ea-bca4-0050560306e1,РЦ СБЛ ВРЖ Нечаевка,Хранение от поставщика,36.787005,2025-09-17 11:13:39.238,4704.0,1,"11","38","3"
"01003626611","875bbabf-ba1c-11eb-85ab-1c34dae33151",РЦ СБЛ ВЛГ-2 WMS,Хранение от поставщика,9.493225283333334,2025-05-01 06:25:16.026,6060.0,3,"6","18","4"
"01003699667",ded9af41-bbef-11ec-8857-08c0eb32014b,РЦ СБЛ ТМН,Хранение от поставщика,6.681159283333333,2025-06-03 05:15:17.628,1092.0,1,"5","23","2"
"01003756649",ded9af41-bbef-11ec-8857-08c0eb32014b,РЦ СБЛ ТМН,Хранение от поставщика,17.196515700000003,2025-07-08 07:35:29.066,1428.0,1,"7","28","2"
"01003759441","141f3c79-76a9-11eb-85a3-1c34dae33151",РЦ СБЛ ВЛГ-2 WMS,Хранение от поставщика,2.4288223,2025-07-12 07:26:48.644,2160.0,1,"7","28","6"
"01003812255",a478fb2c-733c-11ea-bca4-0050560306e1,РЦ СБЛ НСК,Хранение от поставщика,43.907929683333336,2025-08-11 05:43:40.980,4080.0,1,"5","33","1"
"01003814788","141f3c79-76a9-11eb-85a3-1c34dae33151",РЦ СБЛ УФА-2,Хранение от поставщика,8.187827533333333,2025-08-10 04:45:19.299,1536.0,1,"4","32","0"
"01003830353","8d590545-fff9-11eb-a0ee-ec0d9a21b021",РЦ СБЛ РНД-2,Хранение от поставщика,23.858969933333334,2025-08-07 11:38:38.227,4800.0,2,"11","32","4"
"01003837082","5c37154a-c40f-11ed-ae77-08c0eb320147",РЦ СБЛ УФА-2,Хранение от поставщика,0.70823455,2025-08-15 04:39:58.877,408.0,1,"4","33","5"
"01003840186",a478fb2c-733c-11ea-bca4-0050560306e1,РЦ СБЛ СМР,Хранение от поставщика,7.509465866666667,2025-08-18 14:19:41.684,2256.0,1,"14","34","1"
"01003845646","29966288-1e27-11ed-885a-08c0eb32014b",РЦ СБЛ ВЛГ-2 WMS,Хранение от поставщика,8.307829216666667,2025-08-17 09:06:46.467,5040.0,3,"9","33","0"
"01003863942","718f5685-c732-11ed-ae77-08c0eb320147",РЦ СБЛ НСК,Хранение от поставщика,49.5550682,2025-09-05 05:17:46.026,10180.0,1,"5","36","5"
"01003872504","5710771d-887c-11eb-85a3-1c34dae33151",РЦ СБЛ СМР,Хранение от поставщика,6.459080433333333,2025-09-01 07:13:18.322,2688.0,3,"7","36","1"
"01003893342","8d590545-fff9-11eb-a0ee-ec0d9a21b021",РЦ СБЛ ВЛГ-2 WMS,Хранение от поставщика,4.501484883333333,2025-09-11 07:21:51.312,2808.0,2,"7","37","4"
"01003675074",a478fb2c-733c-11ea-bca4-0050560306e1,РЦ СБЛ ВЛГ-2 WMS,Хранение от поставщика,3.5798864666666663,2025-05-26 10:21:18.367,1572.0,1,"10","22","1"
"01003740112",b816da60-c690-11ea-b7de-0050560306e1,РЦ СБЛ НН,Хранение от поставщика,20.560097466666665,2025-06-28 11:51:29.384,3672.0,2,"11","26","6"
"01003786054","875bbabf-ba1c-11eb-85ab-1c34dae33151",РЦ СБЛ ТМН,Хранение от поставщика,7.68062265,2025-07-18 07:26:48.498,3168.0,2,"7","29","5"
"01003858387",f867fb96-d63d-11ea-8598-1c34dae33151,РЦ СБЛ СМР,Хранение от поставщика,4.371087766666666,2025-08-26 10:17:17.577,2766.0,5,"10","35","2"
"01003858805","5c37154a-c40f-11ed-ae77-08c0eb320147",РЦ СБЛ СМР,Хранение от поставщика,12.312321599999999,2025-08-25 11:06:32.151,4512.0,2,"11","35","1"
"01003872537","5c37154a-c40f-11ed-ae77-08c0eb320147",РЦ СБЛ СМР,Хранение от поставщика,39.5438302,2025-09-01 05:51:28.192,4140.0,2,"5","36","1"
"01003875586","8d590545-fff9-11eb-a0ee-ec0d9a21b021",РЦ СБЛ ВРЖ Нечаевка,Кросс-док,37.438716050000004,2025-09-02 10:06:26.060,3360.0,3,"10","36","2"
"01003895093",a122042b-f9c7-11ea-8599-1c34dae33151,РЦ СБЛ ВЛГ-2 WMS,Хранение от поставщика,2.9885951,2025-09-12 08:04:53.217,6760.0,2,"8","37","5"
"01003628953","1c8d2a76-0139-11ef-b10b-08c0eb31fffb",РЦ СБЛ ВЛГ-2 WMS,Хранение от поставщика,6.505400233333333,2025-05-03 08:28:35.954,2142.0,2,"8","18","6"
"01003717617",cfad39c9-bd3e-11eb-85ab-1c34dae33151,РЦ СБЛ ВЛГ-2 WMS,Хранение от поставщика,34.87759788333334,2025-06-11 13:02:39.115,7560.0,4,"13","24","3"
"01003742809",a478fb2c-733c-11ea-bca4-0050560306e1,РЦ СБЛ ВЛГ-2 WMS,Хранение от поставщика,2.930635,2025-06-30 09:08:35.008,1152.0,1,"9","27","1"
"01003778312","29966288-1e27-11ed-885a-08c0eb32014b",РЦ СБЛ ВЛГ-2 WMS,Хранение от поставщика,1.1407031666666667,2025-07-18 10:34:24.475,2016.0,2,"10","29","5"
"01003782213","8d590545-fff9-11eb-a0ee-ec0d9a21b021",РЦ СБЛ ВЛГ-2 WMS,Хранение от поставщика,8.827181416666667,2025-07-16 09:53:14.288,2040.0,1,"9","29","3"
"01003835645","0bd913d9-4b82-11ec-85ad-1c34dae33151",РЦ СБЛ НСК,Хранение от поставщика,28.424533766666666,2025-08-14 01:18:52.972,5958.0,9,"1","33","4"
"01003837563",fe37e020-bf16-11ed-ae77-08c0eb320147,РЦ СБЛ НСК,Кросс-док,3.4341156500000003,2025-08-21 10:42:47.911,2160.0,2,"10","34","4"
"01003840243","3cd9aeaa-76f8-11ee-8860-08c0eb32014b",РЦ СБЛ СМР,Хранение от поставщика,2.5189602833333335,2025-08-19 07:08:25.243,1344.0,1,"7","34","2"
"01003846125","875bbabf-ba1c-11eb-85ab-1c34dae33151",РЦ СБЛ ВЛГ-2 WMS,Хранение от поставщика,12.670275883333334,2025-08-21 07:54:37.282,5370.0,3,"7","34","4"
"01003847831","5c37154a-c40f-11ed-ae77-08c0eb320147",РЦ СБЛ ВЛГ-2 WMS,Хранение от поставщика,0.9657558500000001,2025-08-22 10:30:18.177,840.0,1,"10","34","5"
"01003860379","1c8d2a76-0139-11ef-b10b-08c0eb31fffb",РЦ СБЛ ВРЖ Нечаевка,Кросс-док,6.768093316666667,2025-08-31 07:51:33.488,2394.0,2,"7","35","0"
"01003875053",e1be0609-e680-11ee-8861-08c0eb32014b,РЦ СБЛ РНД-2,Хранение от поставщика,9.8996967,2025-09-02 05:37:16.635,2892.0,3,"5","36","2"
"01003881517",e0126b4f-d4f1-11eb-85ac-1c34dae33151,РЦ СБЛ НН,Хранение от поставщика,2.63978475,2025-09-06 11:37:59.597,630.0,2,"11","36","6"
"01003882216",a478fb2c-733c-11ea-bca4-0050560306e1,РЦ СБЛ ТМН,Кросс-док,3.381107483333333,2025-09-16 05:14:26.731,456.0,1,"5","38","2"
"01003889385","1c8d2a76-0139-11ef-b10b-08c0eb31fffb",РЦ СБЛ ВРЖ Нечаевка,Кросс-док,6.656851766666667,2025-09-12 10:27:05.277,1764.0,2,"10","37","5"
"01003890694","5c37154a-c40f-11ed-ae77-08c0eb320147",РЦ СБЛ ВЛГ-2 WMS,Кросс-док,2.7626715833333337,2025-09-12 08:00:33.184,2316.0,1,"8","37","5"
"01003893664","9a1e1ba8-211b-11ec-a0ee-ec0d9a21b021",РЦ СБЛ НСК,Кросс-док,14.545317116666666,2025-09-12 08:12:21.138,7968.0,1,"8","37","5"
"01003897340","8d590545-fff9-11eb-a0ee-ec0d9a21b021",РЦ СБЛ КНД-3,Хранение от поставщика,11.533019033333334,2025-09-10 11:06:13.151,5982.0,2,"11","37","3"
"01003696225",b816da60-c690-11ea-b7de-0050560306e1,РЦ СБЛ ВЛГ-2 WMS,Хранение от поставщика,2.47840305,2025-06-06 06:05:58.407,576.0,2,"6","23","5"
"01003716871",e0126b4f-d4f1-11eb-85ac-1c34dae33151,РЦ СБЛ НН,Хранение от поставщика,7.513904916666666,2025-06-14 11:25:14.919,348.0,2,"11","24","6"
"01003743805",a478fb2c-733c-11ea-bca4-0050560306e1,РЦ СБЛ НН,Хранение от поставщика,3.743659983333333,2025-07-01 07:23:08.459,1332.0,1,"7","27","2"
"01003757783",a478fb2c-733c-11ea-bca4-0050560306e1,РЦ СБЛ ВЛГ-2 WMS,Хранение от поставщика,3.01576975,2025-07-07 09:07:57.219,744.0,1,"9","28","1"
"01003785058",ded9af41-bbef-11ec-8857-08c0eb32014b,РЦ СБЛ ТМН,Хранение от поставщика,7.830323966666667,2025-07-22 05:43:55.990,960.0,1,"5","30","2"
"01003843143","8d590545-fff9-11eb-a0ee-ec0d9a21b021",РЦ СБЛ РНД-2,Хранение от поставщика,42.27212226666666,2025-08-14 09:46:02.443,7164.0,4,"9","33","4"
"01003844090","141f3c79-76a9-11eb-85a3-1c34dae33151",РЦ СБЛ КСК,Кросс-док,2.77505525,2025-08-28 09:29:58.462,312.0,1,"9","35","4"
"01003850934",fe37e020-bf16-11ed-ae77-08c0eb320147,РЦ СБЛ СМР,Хранение от поставщика,3.1495881166666666,2025-08-22 06:32:28.425,1440.0,2,"6","34","5"
"01003861392","5c37154a-c40f-11ed-ae77-08c0eb320147",РЦ СБЛ НСК,Кросс-док,11.76708305,2025-09-01 02:38:45.979,2088.0,2,"2","36","1"
"01003890220","036140e6-3639-11f0-aa25-be3af2b6059f",РЦ СБЛ НСК,Хранение от поставщика,1.3030291666666665,2025-09-09 08:23:26.476,1512.0,1,"8","37","2"
"01003896311","3cd9aeaa-76f8-11ee-8860-08c0eb32014b",РЦ СБЛ СМР,Хранение от поставщика,2.5056564833333335,2025-09-16 08:29:12.489,1392.0,2,"8","38","2"
"01003589224",fe37e020-bf16-11ed-ae77-08c0eb320147,РЦ СБЛ ВЛГ-2 WMS,Хранение от поставщика,2.5852513166666666,2025-04-10 10:03:07.815,468.0,2,"10","15","4"
"01003653576","1f8687de-6074-11eb-85a3-1c34dae33151",РЦ СБЛ ВЛГ-2 WMS,Хранение от поставщика,10.16040615,2025-05-15 07:16:49.998,1512.0,1,"7","20","4"
"01003680376","5c37154a-c40f-11ed-ae77-08c0eb320147",РЦ СБЛ ВЛГ-2 WMS,Хранение от поставщика,1.5588407,2025-05-26 09:24:13.509,804.0,1,"9","22","1"
"01003700797","6d6798d6-3f3a-11e9-80c5-0cc47a817925",РЦ СБЛ НН,Хранение от поставщика,32.89355448333333,2025-06-20 16:09:31.220,15960.0,3,"16","25","5"
"01003712895","4d0c5473-7955-11e9-80c5-0cc47a817925",РЦ СБЛ НН,Хранение от поставщика,22.900774466666668,2025-06-11 09:33:15.877,4000.0,2,"9","24","3"
"01003763515","875bbabf-ba1c-11eb-85ab-1c34dae33151",РЦ СБЛ ВЛГ-2 WMS,Хранение от поставщика,9.498535883333334,2025-07-10 08:46:11.223,2988.0,1,"8","28","4"
"01003798582",a478fb2c-733c-11ea-bca4-0050560306e1,РЦ СБЛ ВЛГ-2 WMS,Хранение от поставщика,2.40980865,2025-07-28 11:55:17.811,1140.0,1,"11","31","1"
"01003808868","4d0c5473-7955-11e9-80c5-0cc47a817925",РЦ СБЛ НН,Хранение от поставщика,11.852728766666667,2025-07-31 12:27:01.726,4240.0,2,"12","31","4"
"01003833928","718f5685-c732-11ed-ae77-08c0eb320147",РЦ СБЛ РНД-2,Хранение от поставщика,10.976959200000001,2025-08-15 07:16:33.427,3368.0,1,"7","33","5"
"01003834378","875bbabf-ba1c-11eb-85ab-1c34dae33151",РЦ СБЛ РНД-2,Хранение от поставщика,2.2305378,2025-08-14 06:08:45.902,645.0,2,"6","33","4"
"01003843071",f9b41e55-548c-11ea-879c-0050560306e1,РЦ СБЛ СМР,Хранение от поставщика,4.397772083333334,2025-08-19 12:14:12.212,1824.0,1,"12","34","2"
"01003902092","5c37154a-c40f-11ed-ae77-08c0eb320147",РЦ СБЛ СМР,Хранение от поставщика,14.85859075,2025-09-15 10:07:54.496,3540.0,2,"10","38","1"
"01003903031","875bbabf-ba1c-11eb-85ab-1c34dae33151",РЦ СБЛ ВЛГ-2 WMS,Хранение от поставщика,5.491733,2025-09-17 11:44:53.009,2601.0,2,"11","38","3"
"01003591908",a478fb2c-733c-11ea-bca4-0050560306e1,РЦ СБЛ ВЛГ-2 WMS,Кросс-док,2.5573808666666666,2025-04-14 11:42:15.102,600.0,1,"11","16","1"
"01003637340","141f3c79-76a9-11eb-85a3-1c34dae33151",РЦ СБЛ ВЛГ-2 WMS,Хранение от поставщика,1.1560362333333332,2025-05-15 08:40:46.867,1008.0,1,"8","20","4"
"01003719975","4d0c5473-7955-11e9-80c5-0cc47a817925",РЦ СБЛ НН,Хранение от поставщика,59.059453733333335,2025-06-19 10:00:26.987,4864.0,2,"10","25","4"
"01003740061","6876d873-0939-11ef-8861-08c0eb32014b",РЦ СБЛ ВЛГ-2 WMS,Кросс-док,2.05240095,2025-07-12 06:41:04.712,720.0,1,"6","28","6"
"01003745958","141f3c79-76a9-11eb-85a3-1c34dae33151",РЦ СБЛ НН,Хранение от поставщика,9.0080937,2025-07-07 06:04:53.609,2808.0,1,"6","28","1"
"01003757807",a478fb2c-733c-11ea-bca4-0050560306e1,РЦ СБЛ ТМН,Кросс-док,6.533630616666667,2025-07-15 07:30:45.786,792.0,1,"7","29","2"
