"receipt_id","supplier_id","warehouse_name","inbnd_type","inbnd_duration_min","started_at","sku_cnt","sku_volume","category_level4_cnt","start_hour","start_week","start_weekday"
"01003743494",a478fb2c-733c-11ea-bca4-0050560306e1,РЦ СБЛ КСК,Хранение от поставщика,1.74575613333333,2025-07-10 04:03:34.692,1764.0,802.2912,1,"4","28","4"
"01003798613",a478fb2c-733c-11ea-bca4-0050560306e1,РЦ СБЛ ТМН,Кросс-док,11.67976945,2025-08-05 08:37:51.337,264.0,144.288,1,"8","32","2"
"01003840138",a478fb2c-733c-11ea-bca4-0050560306e1,РЦ СБЛ РНД-2,Хранение от поставщика,5.2148567,2025-08-22 13:11:22.428,1740.0,768.3072,1,"13","34","5"
"01003686240","4a4ffdc0-715c-11ed-b96e-08c0eb32008b",РЦ СБЛ КСК,Хранение от поставщика,13.9585069666667,2025-05-29 02:34:26.957,13104.0,32929.146432,1,"2","22","4"
"01003730441","3cd9aeaa-76f8-11ee-8860-08c0eb32014b",РЦ СБЛ ВЛГ-2 WMS,Хранение от поставщика,2.94176456666667,2025-06-22 05:58:29.054,1344.0,965.328,1,"5","25","0"
"01003817417",a6ef32dc-76e3-11e9-80c5-0cc47a817925,РЦ СБЛ РНД-2,Хранение от поставщика,24.7026297833333,2025-08-05 07:00:44.528,7596.0,32535.3697632,8,"7","32","2"
"01003820037","875bbabf-ba1c-11eb-85ab-1c34dae33151",РЦ СБЛ РНД-2,Хранение от поставщика,5.07814503333333,2025-08-07 06:01:33.188,3228.0,7882.498875,3,"6","32","4"
"01003893245","29966288-1e27-11ed-885a-08c0eb32014b",РЦ СБЛ ВРЖ Нечаевка,Хранение от поставщика,49.4445779666667,2025-09-11 08:42:38.381,11724.0,22025.517408,5,"8","37","4"
"01003767077","8d590545-fff9-11eb-a0ee-ec0d9a21b021",РЦ СБЛ ВЛГ-2 WMS,Хранение от поставщика,5.52319221666667,2025-07-09 08:25:07.461,2040.0,15606.0,1,"8","28","3"
"01003793548","718f5685-c732-11ed-ae77-08c0eb320147",РЦ СБЛ ВЛГ-2 WMS,Хранение от поставщика,16.6335304333333,2025-07-27 09:12:46.080,3834.0,13926.019584,1,"9","30","0"
"01003875724","036140e6-3639-11f0-aa25-be3af2b6059f",РЦ СБЛ КСК,Хранение от поставщика,1.28483128333333,2025-09-01 05:07:59.871,696.0,475.94840832,1,"5","36","1"
"01003698979","7e2caa22-2ed5-11ef-ae7a-08c0eb320147",РЦ СБЛ КСК,Хранение от поставщика,4.81667281666667,2025-06-03 07:55:03.150,4032.0,8885.016,1,"7","23","2"
"01003729499",a478fb2c-733c-11ea-bca4-0050560306e1,РЦ СБЛ ВЛГ-2 WMS,Хранение от поставщика,2.92144903333333,2025-06-23 09:52:31.180,468.0,194.2032,1,"9","26","1"
"01003739583",fe37e020-bf16-11ed-ae77-08c0eb320147,РЦ СБЛ ВЛГ-2 WMS,Хранение от поставщика,3.62412995,2025-06-26 05:55:41.770,720.0,1030.176,2,"5","26","4"
"01003747760","5c37154a-c40f-11ed-ae77-08c0eb320147",РЦ СБЛ ВЛГ-2 WMS,Кросс-док,9.10846171666667,2025-06-30 08:24:56.985,1464.0,1428.87132,1,"8","27","1"
"01003820178","036140e6-3639-11f0-aa25-be3af2b6059f",РЦ СБЛ УФА-2,Хранение от поставщика,1.02097491666667,2025-08-08 10:12:36.608,1512.0,1033.95688704,1,"10","32","5"
"01003837530",fe37e020-bf16-11ed-ae77-08c0eb320147,РЦ СБЛ ВЛГ-2 WMS,Хранение от поставщика,2.8511067,2025-08-14 13:29:58.174,720.0,1030.176,1,"13","33","4"
"01003870595","8d590545-fff9-11eb-a0ee-ec0d9a21b021",РЦ СБЛ РНД-2,Хранение от поставщика,29.13353045,2025-08-28 12:05:23.461,3084.0,15419.04,3,"12","35","4"
"01003875004",a6ef32dc-76e3-11e9-80c5-0cc47a817925,РЦ СБЛ НСК,Хранение от поставщика,19.5697130333333,2025-09-03 01:49:43.144,3960.0,29002.91328,1,"1","36","3"
"01003878516","718f5685-c732-11ed-ae77-08c0eb320147",РЦ СБЛ ВРЖ Нечаевка,Хранение от поставщика,17.6670437833333,2025-09-06 10:22:12.268,10104.0,33209.513496,1,"10","36","6"
"01003887783",a6ef32dc-76e3-11e9-80c5-0cc47a817925,РЦ СБЛ ВЛГ-2 WMS,Хранение от поставщика,81.1665969333333,2025-09-10 08:52:53.788,6156.0,32814.7462848,7,"8","37","3"
"01003894112","29966288-1e27-11ed-885a-08c0eb32014b",РЦ СБЛ РНД-2,Хранение от поставщика,1.39570613333333,2025-09-10 10:08:03.068,1008.0,1976.13108,3,"10","37","3"
"01003896389",a478fb2c-733c-11ea-bca4-0050560306e1,РЦ СБЛ ВЛГ-2 WMS,Хранение от поставщика,15.9939762666667,2025-09-15 07:19:12.928,2364.0,1057.9896,1,"7","38","1"
"01003917010","67e22ba2-008a-11ee-885e-08c0eb32014b",РЦ СБЛ ТМН,Кросс-док,2.06550821666667,2025-09-17 12:04:03.385,72.0,27.25632,1,"12","38","3"
"01003671285",b7ea7c37-ed81-11ec-b96b-08c0eb32008b,РЦ СБЛ ВЛГ-2 WMS,Кросс-док,3.26639798333333,2025-05-21 05:15:25.909,1512.0,3919.104,1,"5","21","3"
