"receipt_id","start_hour","start_day","start_week","start_weekday","warehouse_name","supplier_id","inbnd_type","sku_category_level_4_nm","sku_category_cnt","inbnd_duration_min"
"01003881843","6","8","37","1",РЦ СБЛ КНД-3,"4d0c5473-7955-11e9-80c5-0cc47a817925",Хранение от поставщика,"Газированные питьевые воды от 0,8л до 3л",630.0,2.34546544509595
"01003777001","5","17","29","4",РЦ СБЛ РНД-2,"875bbabf-ba1c-11eb-85ab-1c34dae33151",Хранение от поставщика,"Квас от 0,8л",384.0,0.546678963012929
"01003513470","6","13","11","4",РЦ СДГ КСК,a478fb2c-733c-11ea-bca4-0050560306e1,Кросс-док,Энергетические напитки,2544.0,5.22499301666667
"01003864211","2","5","36","5",РЦ СБЛ КСК,fe37e020-bf16-11ed-ae77-08c0eb320147,Кросс-док,"Соки и нектары более 0,5л и до 1,5л",564.0,3.78945553728814
"01003717689","7","13","24","5",РЦ СБЛ ВЛГ-2 WMS,dd0df3c5-e7cb-11ec-ae71-08c0eb320147,Хранение от поставщика,Негазированные питьевые воды от 3л,1800.0,9.24437544337138
"01003721885","1","19","25","4",РЦ СБЛ КСК,"0bd913d9-4b82-11ec-85ad-1c34dae33151",Хранение от поставщика,"Газированные напитки от 0,8л",1566.0,16.4472055124406
"01003846125","7","21","34","4",РЦ СБЛ ВЛГ-2 WMS,"875bbabf-ba1c-11eb-85ab-1c34dae33151",Хранение от поставщика,"Газированные напитки менее 0,8л",864.0,2.03856952759777
"01003846125","7","21","34","4",РЦ СБЛ ВЛГ-2 WMS,"875bbabf-ba1c-11eb-85ab-1c34dae33151",Хранение от поставщика,"Квас от 0,8л",1536.0,3.62412360461825
"01003846125","7","21","34","4",РЦ СБЛ ВЛГ-2 WMS,"875bbabf-ba1c-11eb-85ab-1c34dae33151",Хранение от поставщика,"Газированные напитки от 0,8л",2970.0,7.00758275111732
"01003845742","10","19","34","2",РЦ СБЛ СМР,f867fb96-d63d-11ea-8598-1c34dae33151,Хранение от поставщика,"Газированные напитки менее 0,8л",792.0,6.0606510208243
"01003777001","5","17","29","4",РЦ СБЛ РНД-2,"875bbabf-ba1c-11eb-85ab-1c34dae33151",Хранение от поставщика,"Газированные напитки от 0,8л",1323.0,1.88347986475548
"01003871244","13","26","35","2",РЦ СБЛ НН,"29966288-1e27-11ed-885a-08c0eb32014b",Хранение от поставщика,"Негазированные питьевые воды от 0,8л до 3л",504.0,0.99361515
"01003721885","1","19","25","4",РЦ СБЛ КСК,"0bd913d9-4b82-11ec-85ad-1c34dae33151",Хранение от поставщика,"Квас от 0,8л",1500.0,15.7540282686212
"01003838273","9","22","34","5",РЦ СБЛ НН,a122042b-f9c7-11ea-8599-1c34dae33151,Хранение от поставщика,"Воды минеральные от 0,8л до 3л",2370.0,3.32800710694006
"01003869541","10","1","36","1",РЦ СБЛ ВРЖ Нечаевка,a122042b-f9c7-11ea-8599-1c34dae33151,Кросс-док,"Воды минеральные менее 0,8л",800.0,0.898200792899408
"01003648880","11","8","19","4",РЦ СБЛ ВЛГ-2 WMS,cfad39c9-bd3e-11eb-85ab-1c34dae33151,Хранение от поставщика,Негазированные питьевые воды от 3л,2040.0,13.0951291019262
"01003648880","11","8","19","4",РЦ СБЛ ВЛГ-2 WMS,cfad39c9-bd3e-11eb-85ab-1c34dae33151,Хранение от поставщика,"Воды минеральные от 0,8л до 3л",4032.0,25.8821375191011
"01003845742","10","19","34","2",РЦ СБЛ СМР,f867fb96-d63d-11ea-8598-1c34dae33151,Хранение от поставщика,"Вкусовые питьевые воды от 0,8л",1470.0,11.248935606833
"01003876384","10","6","36","6",РЦ СБЛ ВРЖ Нечаевка,a6ef32dc-76e3-11e9-80c5-0cc47a817925,Хранение от поставщика,Негазированные питьевые воды от 3л,1176.0,3.54868683209877
"01003717689","7","13","24","5",РЦ СБЛ ВЛГ-2 WMS,dd0df3c5-e7cb-11ec-ae71-08c0eb320147,Хранение от поставщика,"Газированные питьевые воды от 0,8л до 3л",4026.0,20.6765864083407
"01003845742","10","19","34","2",РЦ СБЛ СМР,f867fb96-d63d-11ea-8598-1c34dae33151,Хранение от поставщика,"Газированные питьевые воды от 0,8л до 3л",504.0,3.85677792234273
"01003838273","9","22","34","5",РЦ СБЛ НН,a122042b-f9c7-11ea-8599-1c34dae33151,Хранение от поставщика,"Воды минеральные менее 0,8л",800.0,1.12337792639327
"01003850720","6","26","35","2",РЦ СБЛ НН,"29966288-1e27-11ed-885a-08c0eb32014b",Хранение от поставщика,"Воды минеральные от 0,8л до 3л",1512.0,4.01077751666667
"01003845742","10","19","34","2",РЦ СБЛ СМР,f867fb96-d63d-11ea-8598-1c34dae33151,Хранение от поставщика,"Негазированные питьевые воды от 0,8л до 3л",,
"01003876384","10","6","36","6",РЦ СБЛ ВРЖ Нечаевка,a6ef32dc-76e3-11e9-80c5-0cc47a817925,Хранение от поставщика,Газированные питьевые воды от 3л,1092.0,3.29520920123457
"01003869541","10","1","36","1",РЦ СБЛ ВРЖ Нечаевка,a122042b-f9c7-11ea-8599-1c34dae33151,Кросс-док,"Воды минеральные от 0,8л до 3л",2580.0,2.89669755710059
"01003648880","11","8","19","4",РЦ СБЛ ВЛГ-2 WMS,cfad39c9-bd3e-11eb-85ab-1c34dae33151,Хранение от поставщика,"Воды минеральные менее 0,8л",960.0,6.16241369502408
"01003777001","5","17","29","4",РЦ СБЛ РНД-2,"875bbabf-ba1c-11eb-85ab-1c34dae33151",Хранение от поставщика,"Газированные напитки менее 0,8л",72.0,0.102502305564924
"01003717689","7","13","24","5",РЦ СБЛ ВЛГ-2 WMS,dd0df3c5-e7cb-11ec-ae71-08c0eb320147,Хранение от поставщика,"Негазированные питьевые воды от 0,8л до 3л",1008.0,5.17685024828797
"01003864211","2","5","36","5",РЦ СБЛ КСК,fe37e020-bf16-11ed-ae77-08c0eb320147,Кросс-док,Морсы,144.0,0.967520562711864
"01003721885","1","19","25","4",РЦ СБЛ КСК,"0bd913d9-4b82-11ec-85ad-1c34dae33151",Хранение от поставщика,Безалкогольное пиво,708.0,7.43590134278922
"01003850720","6","26","35","2",РЦ СБЛ НН,"29966288-1e27-11ed-885a-08c0eb32014b",Хранение от поставщика,"Негазированные питьевые воды от 0,8л до 3л",0.0,0.0
"01003721885","1","19","25","4",РЦ СБЛ КСК,"0bd913d9-4b82-11ec-85ad-1c34dae33151",Хранение от поставщика,"Газированные напитки менее 0,8л",12.0,0.12603222614897
"01003648880","11","8","19","4",РЦ СБЛ ВЛГ-2 WMS,cfad39c9-bd3e-11eb-85ab-1c34dae33151,Хранение от поставщика,"Негазированные питьевые воды менее 0,8л",444.0,2.85011633394864
"01003772336","8","11","28","5",РЦ СБЛ ТМН,"875bbabf-ba1c-11eb-85ab-1c34dae33151",Хранение от поставщика,"Квас от 0,8л",384.0,0.907105672638037
"01003905046","12","15","38","1",РЦ СБЛ РНД-2,"9a1e1ba8-211b-11ec-a0ee-ec0d9a21b021",Кросс-док,"Соки и нектары более 0,5л и до 1,5л",2736.0,10.00657015
"01003882916","4","12","37","5",РЦ СБЛ КСК,ae51b1d8-31f5-11ee-885f-08c0eb32014b,Кросс-док,Энергетические напитки,1440.0,5.93745078333333
"01003898730","6","14","37","0",РЦ СБЛ СМР,"29966288-1e27-11ed-885a-08c0eb32014b",Хранение от поставщика,"Воды минеральные от 0,8л до 3л",2016.0,2.16154988122271
"01003898730","6","14","37","0",РЦ СБЛ СМР,"29966288-1e27-11ed-885a-08c0eb32014b",Хранение от поставщика,"Газированные питьевые воды от 0,8л до 3л",1512.0,1.62116241091703
"01003898730","6","14","37","0",РЦ СБЛ СМР,"29966288-1e27-11ed-885a-08c0eb32014b",Хранение от поставщика,"Негазированные питьевые воды от 0,8л до 3л",1512.0,1.62116241091703
"01003750922","9","4","27","5",РЦ СБЛ РНД-2,f867fb96-d63d-11ea-8598-1c34dae33151,Хранение от поставщика,"Вкусовые питьевые воды от 0,8л",276.0,12.3009235011494
"01003846028","7","19","34","2",РЦ СБЛ НСК,a6ef32dc-76e3-11e9-80c5-0cc47a817925,Хранение от поставщика,Негазированные питьевые воды от 3л,3960.0,26.56476315
"01003750922","9","4","27","5",РЦ СБЛ РНД-2,f867fb96-d63d-11ea-8598-1c34dae33151,Хранение от поставщика,"Газированные напитки менее 0,8л",72.0,3.20893656551724
"01003898730","6","14","37","0",РЦ СБЛ СМР,"29966288-1e27-11ed-885a-08c0eb32014b",Хранение от поставщика,"Негазированные питьевые воды менее 0,8л",456.0,0.488921996943231
"01003772336","8","11","28","5",РЦ СБЛ ТМН,"875bbabf-ba1c-11eb-85ab-1c34dae33151",Хранение от поставщика,"Газированные напитки от 0,8л",2061.0,4.86860622736196
"01003784289","9","29","31","2",РЦ СБЛ ТМН,a478fb2c-733c-11ea-bca4-0050560306e1,Кросс-док,Энергетические напитки,456.0,3.23488771666667
"01003735644","9","23","26","1",РЦ СБЛ ВЛГ-2 WMS,"5c37154a-c40f-11ed-ae77-08c0eb320147",Хранение от поставщика,"Газированные напитки от 0,8л",456.0,1.18483465
"01003825434","5","18","34","1",РЦ СБЛ НСК,a478fb2c-733c-11ea-bca4-0050560306e1,Хранение от поставщика,Энергетические напитки,8196.0,14.7313725
"01003747760","8","30","27","1",РЦ СБЛ ВЛГ-2 WMS,"5c37154a-c40f-11ed-ae77-08c0eb320147",Кросс-док,"Холодные чаи менее 0,8л",1464.0,9.10846171666667
"01003893521","3","11","37","4",РЦ СБЛ НСК,"0bd913d9-4b82-11ec-85ad-1c34dae33151",Хранение от поставщика,"Газированные напитки от 0,8л",5100.0,11.6509753933272
"01003873187","11","3","36","3",РЦ СБЛ СМР,"6876d873-0939-11ef-8861-08c0eb32014b",Хранение от поставщика,Холодный кофе,1464.0,2.47937913333333
"01003828838","6","10","32","0",РЦ СБЛ НСК,a6ef32dc-76e3-11e9-80c5-0cc47a817925,Хранение от поставщика,Газированные питьевые воды от 3л,252.0,2.28659955185185
"01003825049","7","9","32","6",РЦ СБЛ НСК,a6ef32dc-76e3-11e9-80c5-0cc47a817925,Хранение от поставщика,"Вкусовые питьевые воды от 0,8л",1008.0,5.07513813722222
"01003886696","6","9","37","2",РЦ СБЛ СМР,"8ba7807f-e13f-11ea-8599-1c34dae33151",Хранение от поставщика,"Воды минеральные от 0,8л до 3л",600.0,2.07156276666667
"01003893059","10","13","37","6",РЦ СБЛ ВРЖ Нечаевка,"718f5685-c732-11ed-ae77-08c0eb320147",Хранение от поставщика,"Газированные напитки от 0,8л",9600.0,17.0899696666667
"01003837082","4","15","33","5",РЦ СБЛ УФА-2,"5c37154a-c40f-11ed-ae77-08c0eb320147",Хранение от поставщика,"Газированные напитки от 0,8л",408.0,0.70823455
"01003786054","7","18","29","5",РЦ СБЛ ТМН,"875bbabf-ba1c-11eb-85ab-1c34dae33151",Хранение от поставщика,"Газированные напитки менее 0,8л",1080.0,2.61839408522727
"01003893521","3","11","37","4",РЦ СБЛ НСК,"0bd913d9-4b82-11ec-85ad-1c34dae33151",Хранение от поставщика,"Воды минеральные от 0,8л до 3л",432.0,0.986906150964187
"01003893521","3","11","37","4",РЦ СБЛ НСК,"0bd913d9-4b82-11ec-85ad-1c34dae33151",Хранение от поставщика,"Газированные напитки менее 0,8л",216.0,0.493453075482094
"01003825049","7","9","32","6",РЦ СБЛ НСК,a6ef32dc-76e3-11e9-80c5-0cc47a817925,Хранение от поставщика,Негазированные питьевые воды от 3л,1632.0,8.21689031740741
"01003825049","7","9","32","6",РЦ СБЛ НСК,a6ef32dc-76e3-11e9-80c5-0cc47a817925,Хранение от поставщика,"Воды минеральные менее 0,8л",3480.0,17.5213102356481
"01003893521","3","11","37","4",РЦ СБЛ НСК,"0bd913d9-4b82-11ec-85ad-1c34dae33151",Хранение от поставщика,Безалкогольное пиво,336.0,0.767593672972146
"01003893521","3","11","37","4",РЦ СБЛ НСК,"0bd913d9-4b82-11ec-85ad-1c34dae33151",Хранение от поставщика,"Газированные питьевые воды от 0,8л до 3л",126.0,0.287847627364555
"01003893521","3","11","37","4",РЦ СБЛ НСК,"0bd913d9-4b82-11ec-85ad-1c34dae33151",Хранение от поставщика,"Негазированные питьевые воды от 0,8л до 3л",252.0,0.575695254729109
"01003828838","6","10","32","0",РЦ СБЛ НСК,a6ef32dc-76e3-11e9-80c5-0cc47a817925,Хранение от поставщика,Негазированные питьевые воды от 3л,2016.0,18.2927964148148
"01003825049","7","9","32","6",РЦ СБЛ НСК,a6ef32dc-76e3-11e9-80c5-0cc47a817925,Хранение от поставщика,"Негазированные питьевые воды от 0,8л до 3л",2520.0,12.6878453430556
"01003893521","3","11","37","4",РЦ СБЛ НСК,"0bd913d9-4b82-11ec-85ad-1c34dae33151",Хранение от поставщика,Энергетические напитки,72.0,0.164484358494031
"01003768219","6","12","28","6",РЦ СБЛ ВЛГ-2 WMS,"6876d873-0939-11ef-8861-08c0eb32014b",Кросс-док,Холодный кофе,708.0,4.91476853333333
"01003786054","7","18","29","5",РЦ СБЛ ТМН,"875bbabf-ba1c-11eb-85ab-1c34dae33151",Хранение от поставщика,"Газированные напитки от 0,8л",2088.0,5.06222856477273
"01003682664","7","30","22","5",РЦ СБЛ ВЛГ-2 WMS,b816da60-c690-11ea-b7de-0050560306e1,Хранение от поставщика,"Квас от 0,8л",1296.0,2.17030509
"01003821301","5","10","32","0",РЦ СБЛ ВЛГ-2 WMS,"718f5685-c732-11ed-ae77-08c0eb320147",Хранение от поставщика,"Газированные напитки от 0,8л",768.0,4.09801563333333
"01003803790","8","30","31","3",РЦ СБЛ РНД-2,"29966288-1e27-11ed-885a-08c0eb32014b",Хранение от поставщика,"Воды минеральные от 0,8л до 3л",5040.0,4.29647129506871
"01003682664","7","30","22","5",РЦ СБЛ ВЛГ-2 WMS,b816da60-c690-11ea-b7de-0050560306e1,Хранение от поставщика,"Квас менее 0,8л",864.0,1.44687006
"01003886831","3","12","37","5",РЦ СБЛ НСК,"29966288-1e27-11ed-885a-08c0eb32014b",Хранение от поставщика,"Газированные питьевые воды от 0,8л до 3л",1512.0,2.26447252652174
"01003886831","3","12","37","5",РЦ СБЛ НСК,"29966288-1e27-11ed-885a-08c0eb32014b",Хранение от поставщика,"Воды минеральные от 0,8л до 3л",1008.0,1.50964835101449
"01003803790","8","30","31","3",РЦ СБЛ РНД-2,"29966288-1e27-11ed-885a-08c0eb32014b",Хранение от поставщика,"Газированные питьевые воды от 0,8л до 3л",1512.0,1.28894138852061
"01003803790","8","30","31","3",РЦ СБЛ РНД-2,"29966288-1e27-11ed-885a-08c0eb32014b",Хранение от поставщика,"Воды минеральные менее 0,8л",870.0,0.741652783077338
"01003850893","6","30","35","6",РЦ СБЛ КСК,fe37e020-bf16-11ed-ae77-08c0eb320147,Кросс-док,Морсы,144.0,1.60004105
"01003856172","6","25","35","1",РЦ СБЛ ВЛГ-2 WMS,"4d0c5473-7955-11e9-80c5-0cc47a817925",Хранение от поставщика,"Негазированные питьевые воды от 0,8л до 3л",960.0,6.30740796396396
"01003767077","8","9","28","3",РЦ СБЛ ВЛГ-2 WMS,"8d590545-fff9-11eb-a0ee-ec0d9a21b021",Хранение от поставщика,Негазированные питьевые воды от 3л,2040.0,5.52319221666667
"01003886831","3","12","37","5",РЦ СБЛ НСК,"29966288-1e27-11ed-885a-08c0eb32014b",Хранение от поставщика,"Негазированные питьевые воды от 0,8л до 3л",3024.0,4.52894505304348
"01003698979","7","3","23","2",РЦ СБЛ КСК,"7e2caa22-2ed5-11ef-ae7a-08c0eb320147",Хранение от поставщика,"Воды минеральные от 0,8л до 3л",4032.0,4.81667281666667
"01003886831","3","12","37","5",РЦ СБЛ НСК,"29966288-1e27-11ed-885a-08c0eb32014b",Хранение от поставщика,"Газированные питьевые воды менее 0,8л",,
"01003850893","6","30","35","6",РЦ СБЛ КСК,fe37e020-bf16-11ed-ae77-08c0eb320147,Кросс-док,"Соки и нектары более 0,5л и до 1,5л",576.0,6.4001642
"01003856172","6","25","35","1",РЦ СБЛ ВЛГ-2 WMS,"4d0c5473-7955-11e9-80c5-0cc47a817925",Хранение от поставщика,Негазированные питьевые воды от 3л,816.0,5.36129676936937
"01003886831","3","12","37","5",РЦ СБЛ НСК,"29966288-1e27-11ed-885a-08c0eb32014b",Хранение от поставщика,"Негазированные питьевые воды менее 0,8л",2736.0,4.09761695275362
"01003840345","7","19","34","2",РЦ СБЛ ТМН,ded9af41-bbef-11ec-8857-08c0eb32014b,Хранение от поставщика,Энергетические напитки,1116.0,16.5351298
"01003739583","5","26","26","4",РЦ СБЛ ВЛГ-2 WMS,fe37e020-bf16-11ed-ae77-08c0eb320147,Хранение от поставщика,Морсы,144.0,0.72482599
"01003825272","15","11","33","1",РЦ СБЛ ВЛГ-2 WMS,a478fb2c-733c-11ea-bca4-0050560306e1,Хранение от поставщика,Энергетические напитки,3264.0,2.93150016666667
"01003785852","7","18","29","5",РЦ СБЛ ВЛГ-2 WMS,dd0df3c5-e7cb-11ec-ae71-08c0eb320147,Хранение от поставщика,"Негазированные питьевые воды от 0,8л до 3л",2016.0,8.07827506160337
"01003780150","5","20","29","0",РЦ СБЛ ВЛГ-2 WMS,"718f5685-c732-11ed-ae77-08c0eb320147",Хранение от поставщика,"Газированные напитки от 0,8л",5760.0,12.99155405
"01003887363","8","8","37","1",РЦ СБЛ НН,f867fb96-d63d-11ea-8598-1c34dae33151,Хранение от поставщика,"Вкусовые питьевые воды от 0,8л",528.0,3.78452841978799
"01003614427","5","24","17","4",РЦ СБЛ ВЛГ-2 WMS,"9a1e1ba8-211b-11ec-a0ee-ec0d9a21b021",Кросс-док,"Соки и нектары более 0,5л и до 1,5л",1464.0,1.30981546666667
"01003784250","3","31","31","4",РЦ СБЛ КСК,a478fb2c-733c-11ea-bca4-0050560306e1,Хранение от поставщика,Энергетические напитки,1596.0,2.98350906666667
"01003628245","8","4","18","0",РЦ СБЛ ВЛГ-2 WMS,"3cd9aeaa-76f8-11ee-8860-08c0eb32014b",Хранение от поставщика,Энергетические напитки,2688.0,2.36128498333333
"01003887363","8","8","37","1",РЦ СБЛ НН,f867fb96-d63d-11ea-8598-1c34dae33151,Хранение от поставщика,Негазированные питьевые воды от 3л,162.0,1.16116212879859
"01003739583","5","26","26","4",РЦ СБЛ ВЛГ-2 WMS,fe37e020-bf16-11ed-ae77-08c0eb320147,Хранение от поставщика,"Соки и нектары более 0,5л и до 1,5л",576.0,2.89930396
"01003785852","7","18","29","5",РЦ СБЛ ВЛГ-2 WMS,dd0df3c5-e7cb-11ec-ae71-08c0eb320147,Хранение от поставщика,"Газированные питьевые воды от 0,8л до 3л",1512.0,6.05870629620253
"01003785852","7","18","29","5",РЦ СБЛ ВЛГ-2 WMS,dd0df3c5-e7cb-11ec-ae71-08c0eb320147,Хранение от поставщика,Негазированные питьевые воды от 3л,2160.0,8.65529470886076
"01003875724","5","1","36","1",РЦ СБЛ КСК,"036140e6-3639-11f0-aa25-be3af2b6059f",Хранение от поставщика,Энергетические напитки,696.0,1.28483128333333
"01003887363","8","8","37","1",РЦ СБЛ НН,f867fb96-d63d-11ea-8598-1c34dae33151,Хранение от поставщика,"Газированные напитки от 0,8л",84.0,0.602084066784452
"01003867273","11","5","36","5",РЦ СБЛ РНД-2,a478fb2c-733c-11ea-bca4-0050560306e1,Хранение от поставщика,Энергетические напитки,2700.0,9.28412065
"01003887363","8","8","37","1",РЦ СБЛ НН,f867fb96-d63d-11ea-8598-1c34dae33151,Хранение от поставщика,"Газированные напитки менее 0,8л",324.0,2.32232425759717
"01003887363","8","8","37","1",РЦ СБЛ НН,f867fb96-d63d-11ea-8598-1c34dae33151,Хранение от поставщика,"Негазированные питьевые воды от 0,8л до 3л",600.0,4.3006004770318
"01003660670","9","19","21","1",РЦ СБЛ ВЛГ-2 WMS,a478fb2c-733c-11ea-bca4-0050560306e1,Хранение от поставщика,Энергетические напитки,1356.0,4.08125715
"01003769328","8","11","28","5",РЦ СБЛ ВЛГ-2 WMS,a122042b-f9c7-11ea-8599-1c34dae33151,Хранение от поставщика,"Воды минеральные от 0,8л до 3л",2910.0,2.94242979299191
"01003769328","8","11","28","5",РЦ СБЛ ВЛГ-2 WMS,a122042b-f9c7-11ea-8599-1c34dae33151,Хранение от поставщика,"Воды минеральные менее 0,8л",800.0,0.808915407008086
"01003801186","10","24","30","4",РЦ СБЛ РНД-2,"8d590545-fff9-11eb-a0ee-ec0d9a21b021",Хранение от поставщика,"Газированные напитки от 0,8л",156.0,1.14214227821229
"01003710579","6","13","24","5",РЦ СБЛ ВЛГ-2 WMS,b816da60-c690-11ea-b7de-0050560306e1,Хранение от поставщика,"Квас от 0,8л",1080.0,2.74358913235294
"01003801186","10","24","30","4",РЦ СБЛ РНД-2,"8d590545-fff9-11eb-a0ee-ec0d9a21b021",Хранение от поставщика,"Негазированные питьевые воды менее 0,8л",408.0,2.98714134301676
"01003850197","5","22","34","5",РЦ СБЛ РНД-2,"718f5685-c732-11ed-ae77-08c0eb320147",Хранение от поставщика,"Газированные напитки от 0,8л",6912.0,17.3574810333333
"01003729597","11","27","26","5",РЦ СБЛ РНД-2,a478fb2c-733c-11ea-bca4-0050560306e1,Хранение от поставщика,Энергетические напитки,1476.0,4.8784165
"01003871166","9","2","36","2",РЦ СБЛ ВРЖ Нечаевка,"036140e6-3639-11f0-aa25-be3af2b6059f",Кросс-док,Энергетические напитки,744.0,2.0049821
"01003784882","11","22","30","2",РЦ СБЛ УФА-2,"3cd9aeaa-76f8-11ee-8860-08c0eb32014b",Кросс-док,Энергетические напитки,120.0,2.4742286
"01003879068","10","6","36","6",РЦ СБЛ ВЛГ-2 WMS,"6876d873-0939-11ef-8861-08c0eb32014b",Хранение от поставщика,Холодный кофе,816.0,5.08269303333333
"01003801186","10","24","30","4",РЦ СБЛ РНД-2,"8d590545-fff9-11eb-a0ee-ec0d9a21b021",Хранение от поставщика,Негазированные питьевые воды от 3л,2160.0,15.814277698324
"01003710579","6","13","24","5",РЦ СБЛ ВЛГ-2 WMS,b816da60-c690-11ea-b7de-0050560306e1,Хранение от поставщика,"Квас менее 0,8л",144.0,0.365811884313726
"01003698803","6","9","24","1",РЦ СБЛ ВЛГ-2 WMS,a478fb2c-733c-11ea-bca4-0050560306e1,Хранение от поставщика,Энергетические напитки,1440.0,2.37831073333333
"01003874048","5","7","36","0",РЦ СБЛ НСК,"141f3c79-76a9-11eb-85a3-1c34dae33151",Хранение от поставщика,"Холодные чаи менее 0,8л",1044.0,1.52772663333333
"01003801186","10","24","30","4",РЦ СБЛ РНД-2,"8d590545-fff9-11eb-a0ee-ec0d9a21b021",Хранение от поставщика,"Газированные питьевые воды от 0,8л до 3л",2646.0,19.3724901804469
"01003682625","3","26","22","1",РЦ СБЛ КСК,ac70539a-7305-11ee-8860-08c0eb32014b,Хранение от поставщика,Негазированные питьевые воды от 3л,480.0,20.58310405
"01003837531","13","14","33","4",РЦ СБЛ ВЛГ-2 WMS,fe37e020-bf16-11ed-ae77-08c0eb320147,Кросс-док,"Соки и нектары более 0,5л и до 1,5л",2328.0,5.16075468333333
"01003811587","8","2","31","6",РЦ СБЛ НН,e0126b4f-d4f1-11eb-85ac-1c34dae33151,Хранение от поставщика,"Газированные напитки менее 0,8л",312.0,1.58733477142857
"01003902206","5","16","38","2",РЦ СБЛ РНД-2,"29966288-1e27-11ed-885a-08c0eb32014b",Хранение от поставщика,"Воды минеральные менее 0,8л",870.0,2.56983211006944
"01003848762","9","21","34","4",РЦ СБЛ НН,"4d0c5473-7955-11e9-80c5-0cc47a817925",Хранение от поставщика,Негазированные питьевые воды от 3л,3216.0,11.9779744610507
"01003843152","4","21","34","4",РЦ СБЛ СМР,a6ef32dc-76e3-11e9-80c5-0cc47a817925,Хранение от поставщика,Негазированные питьевые воды от 3л,3588.0,57.26083725
"01003798629","11","29","31","2",РЦ СБЛ НН,a478fb2c-733c-11ea-bca4-0050560306e1,Хранение от поставщика,Энергетические напитки,912.0,5.09259561666667
"01003848762","9","21","34","4",РЦ СБЛ НН,"4d0c5473-7955-11e9-80c5-0cc47a817925",Хранение от поставщика,"Негазированные питьевые воды от 0,8л до 3л",1200.0,4.46939345561594
"01003811587","8","2","31","6",РЦ СБЛ НН,e0126b4f-d4f1-11eb-85ac-1c34dae33151,Хранение от поставщика,Компоты,234.0,1.19050107857143
"01003864110","7","26","35","2",РЦ СБЛ РНД-2,"8d590545-fff9-11eb-a0ee-ec0d9a21b021",Хранение от поставщика,Негазированные питьевые воды от 3л,1800.0,16.8266048616601
"01003628953","8","3","18","6",РЦ СБЛ ВЛГ-2 WMS,"1c8d2a76-0139-11ef-b10b-08c0eb31fffb",Хранение от поставщика,"Вкусовые питьевые воды от 0,8л",1512.0,4.59204722352941
"01003605122","6","1","18","4",РЦ СДГ КСК,a478fb2c-733c-11ea-bca4-0050560306e1,Хранение от поставщика,Энергетические напитки,3648.0,11.78139965
"01003837195","6","18","34","1",РЦ СБЛ УФА-2,a6ef32dc-76e3-11e9-80c5-0cc47a817925,Хранение от поставщика,"Негазированные питьевые воды от 0,8л до 3л",504.0,0.596643183333333
"01003885565","12","11","37","4",РЦ СБЛ СМР,c1ae6f0a-ee93-11ea-8599-1c34dae33151,Хранение от поставщика,"Негазированные питьевые воды от 0,8л до 3л",504.0,2.57762397129841
"01003875647","9","5","36","5",РЦ СБЛ ВЛГ-2 WMS,"5c37154a-c40f-11ed-ae77-08c0eb320147",Хранение от поставщика,"Газированные напитки от 0,8л",2016.0,10.1324267935484
"01003864110","7","26","35","2",РЦ СБЛ РНД-2,"8d590545-fff9-11eb-a0ee-ec0d9a21b021",Хранение от поставщика,"Газированные питьевые воды от 0,8л до 3л",1236.0,11.5542686716733
"01003878618","5","7","36","0",РЦ СБЛ ВЛГ-2 WMS,"718f5685-c732-11ed-ae77-08c0eb320147",Хранение от поставщика,"Газированные напитки от 0,8л",4520.0,8.79970843333333
"01003885565","12","11","37","4",РЦ СБЛ СМР,c1ae6f0a-ee93-11ea-8599-1c34dae33151,Хранение от поставщика,"Воды минеральные менее 0,8л",780.0,3.98917995558087
"01003885565","12","11","37","4",РЦ СБЛ СМР,c1ae6f0a-ee93-11ea-8599-1c34dae33151,Хранение от поставщика,"Воды минеральные от 0,8л до 3л",1350.0,6.90434992312073
"01003628953","8","3","18","6",РЦ СБЛ ВЛГ-2 WMS,"1c8d2a76-0139-11ef-b10b-08c0eb31fffb",Хранение от поставщика,"Газированные напитки от 0,8л",630.0,1.91335300980392
"01003875647","9","5","36","5",РЦ СБЛ ВЛГ-2 WMS,"5c37154a-c40f-11ed-ae77-08c0eb320147",Хранение от поставщика,"Газированные напитки менее 0,8л",960.0,4.82496513978495
"01003720679","9","11","24","3",РЦ СБЛ НН,"4d0c5473-7955-11e9-80c5-0cc47a817925",Хранение от поставщика,Негазированные питьевые воды от 3л,456.0,1.46131945
"01003902206","5","16","38","2",РЦ СБЛ РНД-2,"29966288-1e27-11ed-885a-08c0eb32014b",Хранение от поставщика,"Воды минеральные от 0,8л до 3л",1008.0,2.97746065166667
"01003902206","5","16","38","2",РЦ СБЛ РНД-2,"29966288-1e27-11ed-885a-08c0eb32014b",Хранение от поставщика,"Газированные питьевые воды от 0,8л до 3л",1002.0,2.95973767159722
"01003899476","8","15","38","1",РЦ СБЛ ВРЖ Нечаевка,"036140e6-3639-11f0-aa25-be3af2b6059f",Хранение от поставщика,Энергетические напитки,1512.0,2.62345803333333
"01003885669","11","8","37","1",РЦ СБЛ КНД-3,f9b41e55-548c-11ea-879c-0050560306e1,Хранение от поставщика,"Газированные напитки менее 0,8л",1140.0,26.8496043
