"receipt_id","start_hour","start_day","start_week","start_weekday","warehouse_name","supplier_id","inbnd_type","sku_category_level_4_nm","sku_category_cnt","inbnd_duration_min"
"01003820037","6","7","32","4",РЦ СБЛ РНД-2,"875bbabf-ba1c-11eb-85ab-1c34dae33151",Хранение от поставщика,"Газированные напитки от 0,8л",1548.0,2.43524427249071
"01003852127","7","23","34","6",РЦ СБЛ СМР,"875bbabf-ba1c-11eb-85ab-1c34dae33151",Хранение от поставщика,"Газированные напитки менее 0,8л",24.0,0.0828537482489292
"01003735693","5","26","26","4",РЦ СБЛ РНД-2,"29966288-1e27-11ed-885a-08c0eb32014b",Хранение от поставщика,"Воды минеральные от 0,8л до 3л",3984.0,3.2320498775837
"01003881072","8","9","37","2",РЦ СБЛ КНД-3,"88441339-b3d5-11ef-b973-08c0eb32008b",Хранение от поставщика,"Газированные питьевые воды менее 0,8л",1512.0,4.21565842423208
"01003881072","8","9","37","2",РЦ СБЛ КНД-3,"88441339-b3d5-11ef-b973-08c0eb32008b",Хранение от поставщика,"Газированные питьевые воды от 0,8л до 3л",1008.0,2.81043894948805
"01003881072","8","9","37","2",РЦ СБЛ КНД-3,"88441339-b3d5-11ef-b973-08c0eb32008b",Хранение от поставщика,Негазированные питьевые воды от 3л,3000.0,8.36440163538112
"01003820037","6","7","32","4",РЦ СБЛ РНД-2,"875bbabf-ba1c-11eb-85ab-1c34dae33151",Хранение от поставщика,"Квас от 0,8л",1152.0,1.81227480743494
"01003856786","10","26","35","2",РЦ СБЛ СМР,"29966288-1e27-11ed-885a-08c0eb32014b",Хранение от поставщика,"Газированные питьевые воды от 0,8л до 3л",2016.0,5.531743875
"01003866056","11","2","36","2",РЦ СБЛ СМР,"3cd9aeaa-76f8-11ee-8860-08c0eb32014b",Хранение от поставщика,Энергетические напитки,708.0,2.27424138446215
"01003713551","2","11","24","3",РЦ СБЛ КСК,"0bd913d9-4b82-11ec-85ad-1c34dae33151",Хранение от поставщика,"Квас от 0,8л",1680.0,15.7243451127633
"01003898854","11","12","37","5",РЦ СБЛ СМР,e9e96750-80a9-11eb-85a3-1c34dae33151,Хранение от поставщика,"Воды минеральные менее 0,8л",24.0,0.198538208516679
"01003902503","5","16","38","2",РЦ СБЛ НН,"9a1e1ba8-211b-11ec-a0ee-ec0d9a21b021",Кросс-док,"Соки и нектары более 0,5л и до 1,5л",3024.0,9.39930673333333
"01003842970","10","19","34","2",РЦ СБЛ СМР,c1ae6f0a-ee93-11ea-8599-1c34dae33151,Хранение от поставщика,"Воды минеральные менее 0,8л",780.0,0.510237107196402
"01003621392","7","25","17","5",РЦ СБЛ ТМН,"875bbabf-ba1c-11eb-85ab-1c34dae33151",Кросс-док,"Квас от 0,8л",2688.0,12.1833058171717
"01003842970","10","19","34","2",РЦ СБЛ СМР,c1ae6f0a-ee93-11ea-8599-1c34dae33151,Хранение от поставщика,"Воды минеральные от 0,8л до 3л",1350.0,0.883102685532234
"01003826634","13","16","33","6",РЦ СБЛ ВЛГ-2 WMS,"67e22ba2-008a-11ee-885e-08c0eb32014b",Хранение от поставщика,"Воды минеральные менее 0,8л",48.0,1.40363303333333
"01003795288","10","22","30","2",РЦ СБЛ РНД-2,"8d590545-fff9-11eb-a0ee-ec0d9a21b021",Хранение от поставщика,"Негазированные питьевые воды менее 0,8л",24.0,0.0944896972043011
"01003735664","5","26","26","4",РЦ СБЛ ВЛГ-2 WMS,"29966288-1e27-11ed-885a-08c0eb32014b",Хранение от поставщика,"Воды минеральные от 0,8л до 3л",4536.0,7.45866343306452
"01003735664","5","26","26","4",РЦ СБЛ ВЛГ-2 WMS,"29966288-1e27-11ed-885a-08c0eb32014b",Хранение от поставщика,"Газированные питьевые воды от 0,8л до 3л",2016.0,3.31496152580645
"01003841483","8","18","34","1",РЦ СБЛ ВЛГ-2 WMS,"4d0c5473-7955-11e9-80c5-0cc47a817925",Хранение от поставщика,"Негазированные питьевые воды от 0,8л до 3л",720.0,2.74363283203125
"01003851542","5","31","35","0",РЦ СБЛ УФА-2,"141f3c79-76a9-11eb-85a3-1c34dae33151",Хранение от поставщика,"Газированные напитки менее 0,8л",6048.0,7.3810168
"01003632892","5","1","18","4",РЦ СБЛ ВЛГ-2 WMS,a122042b-f9c7-11ea-8599-1c34dae33151,Хранение от поставщика,"Воды минеральные менее 0,8л",700.0,1.42164228990228
"01003842970","10","19","34","2",РЦ СБЛ СМР,c1ae6f0a-ee93-11ea-8599-1c34dae33151,Хранение от поставщика,"Негазированные питьевые воды менее 0,8л",1368.0,0.894877388005997
"01003898854","11","12","37","5",РЦ СБЛ СМР,e9e96750-80a9-11eb-85a3-1c34dae33151,Хранение от поставщика,"Воды минеральные от 0,8л до 3л",4248.0,35.1412629074521
"01003898854","11","12","37","5",РЦ СБЛ СМР,e9e96750-80a9-11eb-85a3-1c34dae33151,Хранение от поставщика,"Газированные напитки от 0,8л",2526.0,20.8961464463804
"01003632892","5","1","18","4",РЦ СБЛ ВЛГ-2 WMS,a122042b-f9c7-11ea-8599-1c34dae33151,Хранение от поставщика,"Воды минеральные от 0,8л до 3л",2370.0,4.81327461009772
"01003716891","10","17","25","2",РЦ СБЛ НН,a478fb2c-733c-11ea-bca4-0050560306e1,Хранение от поставщика,Энергетические напитки,1128.0,10.1984532
"01003619163","4","8","19","4",РЦ СДГ КСК,a478fb2c-733c-11ea-bca4-0050560306e1,Хранение от поставщика,Энергетические напитки,3456.0,9.66964913333333
"01003795288","10","22","30","2",РЦ СБЛ РНД-2,"8d590545-fff9-11eb-a0ee-ec0d9a21b021",Хранение от поставщика,"Газированные напитки от 0,8л",78.0,0.307091515913978
"01003735664","5","26","26","4",РЦ СБЛ ВЛГ-2 WMS,"29966288-1e27-11ed-885a-08c0eb32014b",Хранение от поставщика,"Негазированные питьевые воды от 0,8л до 3л",1008.0,1.65748076290323
"01003650100","6","17","20","6",РЦ СБЛ ВЛГ-2 WMS,"1c8d2a76-0139-11ef-b10b-08c0eb31fffb",Хранение от поставщика,"Газированные напитки от 0,8л",1260.0,1.24319534259259
"01003621392","7","25","17","5",РЦ СБЛ ТМН,"875bbabf-ba1c-11eb-85ab-1c34dae33151",Кросс-док,"Газированные напитки менее 0,8л",1056.0,4.78629871388889
"01003841483","8","18","34","1",РЦ СБЛ ВЛГ-2 WMS,"4d0c5473-7955-11e9-80c5-0cc47a817925",Хранение от поставщика,Негазированные питьевые воды от 3л,304.0,1.15842275130208
"01003876876","4","12","37","5",РЦ СБЛ КСК,"3cd9aeaa-76f8-11ee-8860-08c0eb32014b",Кросс-док,Энергетические напитки,900.0,3.03460697749196
"01003844090","9","28","35","4",РЦ СБЛ КСК,"141f3c79-76a9-11eb-85a3-1c34dae33151",Кросс-док,"Холодные чаи менее 0,8л",312.0,2.77505525
"01003795288","10","22","30","2",РЦ СБЛ РНД-2,"8d590545-fff9-11eb-a0ee-ec0d9a21b021",Хранение от поставщика,Негазированные питьевые воды от 3л,1680.0,6.61427880430108
"01003621392","7","25","17","5",РЦ СБЛ ТМН,"875bbabf-ba1c-11eb-85ab-1c34dae33151",Кросс-док,"Газированные напитки от 0,8л",2592.0,11.7481877522727
"01003581871","8","7","15","1",РЦ СБЛ ВЛГ-2 WMS,"894f9a49-ef79-11ef-aa23-be3af2b6059f",Кросс-док,Энергетические напитки,1728.0,1.50884445
"01003735664","5","26","26","4",РЦ СБЛ ВЛГ-2 WMS,"29966288-1e27-11ed-885a-08c0eb32014b",Хранение от поставщика,"Негазированные питьевые воды менее 0,8л",1368.0,2.24943817822581
"01003650100","6","17","20","6",РЦ СБЛ ВЛГ-2 WMS,"1c8d2a76-0139-11ef-b10b-08c0eb31fffb",Хранение от поставщика,"Вкусовые питьевые воды от 0,8л",1008.0,0.994556274074074
"01003898854","11","12","37","5",РЦ СБЛ СМР,e9e96750-80a9-11eb-85a3-1c34dae33151,Хранение от поставщика,"Негазированные питьевые воды от 0,8л до 3л",1656.0,13.6991363876508
"01003815306","14","4","32","1",РЦ СБЛ ВЛГ-2 WMS,f9b41e55-548c-11ea-879c-0050560306e1,Хранение от поставщика,"Газированные напитки менее 0,8л",1824.0,29.8677120333333
"01003814788","4","10","32","0",РЦ СБЛ УФА-2,"141f3c79-76a9-11eb-85a3-1c34dae33151",Хранение от поставщика,"Холодные чаи менее 0,8л",1536.0,8.18782753333333
"01003820182","10","8","32","5",РЦ СБЛ РНД-2,"036140e6-3639-11f0-aa25-be3af2b6059f",Хранение от поставщика,Энергетические напитки,1512.0,13.7874016666667
"01003876876","4","12","37","5",РЦ СБЛ КСК,"3cd9aeaa-76f8-11ee-8860-08c0eb32014b",Кросс-док,"Вкусовые питьевые воды менее 0,8л",344.0,1.15989422250804
"01003863942","5","5","36","5",РЦ СБЛ НСК,"718f5685-c732-11ed-ae77-08c0eb320147",Хранение от поставщика,"Газированные напитки от 0,8л",10180.0,49.5550682
"01003881517","11","6","36","6",РЦ СБЛ НН,e0126b4f-d4f1-11eb-85ac-1c34dae33151,Хранение от поставщика,Компоты,546.0,2.28781345
"01003828837","3","10","32","0",РЦ СБЛ НСК,a6ef32dc-76e3-11e9-80c5-0cc47a817925,Хранение от поставщика,"Негазированные питьевые воды от 0,8л до 3л",2016.0,6.23571591043291
"01003628252","7","11","19","0",РЦ СБЛ ВЛГ-2 WMS,"3cd9aeaa-76f8-11ee-8860-08c0eb32014b",Хранение от поставщика,Энергетические напитки,2688.0,4.11190813333333
"01003881517","11","6","36","6",РЦ СБЛ НН,e0126b4f-d4f1-11eb-85ac-1c34dae33151,Хранение от поставщика,"Газированные напитки менее 0,8л",84.0,0.3519713
"01003867607","12","1","36","1",РЦ СБЛ ВЛГ-2 WMS,a478fb2c-733c-11ea-bca4-0050560306e1,Хранение от поставщика,Энергетические напитки,1800.0,13.2736238
"01003828837","3","10","32","0",РЦ СБЛ НСК,a6ef32dc-76e3-11e9-80c5-0cc47a817925,Хранение от поставщика,Негазированные питьевые воды от 3л,1798.0,5.56141726535633
"01003851546","9","27","35","3",РЦ СБЛ НН,"141f3c79-76a9-11eb-85a3-1c34dae33151",Хранение от поставщика,"Газированные напитки менее 0,8л",6048.0,6.38018996666667
"01003811700","6","5","32","2",РЦ СБЛ ТМН,ded9af41-bbef-11ec-8857-08c0eb32014b,Хранение от поставщика,Энергетические напитки,1076.0,9.23127998333333
"01003828837","3","10","32","0",РЦ СБЛ НСК,a6ef32dc-76e3-11e9-80c5-0cc47a817925,Хранение от поставщика,"Холодные чаи от 0,8л",1740.0,5.38201670840935
"01003707588","9","10","24","2",РЦ СБЛ ВЛГ-2 WMS,"8ba7807f-e13f-11ea-8599-1c34dae33151",Хранение от поставщика,"Воды минеральные от 0,8л до 3л",600.0,1.97058686666667
"01003844571","1","31","35","0",РЦ СБЛ НСК,"25aa0efd-d1be-11ea-b7de-0050560306e1",Кросс-док,"Холодные чаи от 0,8л",5940.0,7.69846838333333
"01003730083","7","21","25","6",РЦ СБЛ НН,e0126b4f-d4f1-11eb-85ac-1c34dae33151,Хранение от поставщика,"Газированные напитки менее 0,8л",150.0,0.58111026754386
"01003820165","12","6","32","3",РЦ СБЛ ВЛГ-2 WMS,"036140e6-3639-11f0-aa25-be3af2b6059f",Хранение от поставщика,Энергетические напитки,1512.0,14.1205734
"01003898183","6","15","38","1",РЦ СБЛ ВРЖ Нечаевка,a122042b-f9c7-11ea-8599-1c34dae33151,Хранение от поставщика,"Воды минеральные менее 0,8л",800.0,0.884844485207101
"01003884650","11","13","37","6",РЦ СБЛ ВЛГ-2 WMS,"141f3c79-76a9-11eb-85a3-1c34dae33151",Хранение от поставщика,"Холодные чаи менее 0,8л",468.0,1.43809871666667
"01003893265","7","11","37","4",РЦ СБЛ НН,"29966288-1e27-11ed-885a-08c0eb32014b",Хранение от поставщика,"Воды минеральные от 0,8л до 3л",1512.0,3.21315141666667
"01003828837","3","10","32","0",РЦ СБЛ НСК,a6ef32dc-76e3-11e9-80c5-0cc47a817925,Хранение от поставщика,"Вкусовые питьевые воды от 0,8л",3240.0,10.0216862846243
"01003861619","5","26","35","2",РЦ СБЛ НСК,"718f5685-c732-11ed-ae77-08c0eb320147",Хранение от поставщика,"Газированные напитки от 0,8л",9896.0,17.0584755833333
"01003730083","7","21","25","6",РЦ СБЛ НН,e0126b4f-d4f1-11eb-85ac-1c34dae33151,Хранение от поставщика,Компоты,420.0,1.62710874912281
"01003828837","3","10","32","0",РЦ СБЛ НСК,a6ef32dc-76e3-11e9-80c5-0cc47a817925,Хранение от поставщика,"Газированные напитки от 0,8л",1500.0,4.63966957621496
"01003884756","11","12","37","5",РЦ СБЛ КСК,"6876d873-0939-11ef-8861-08c0eb32014b",Кросс-док,Холодный кофе,432.0,1.89038195
"01003898183","6","15","38","1",РЦ СБЛ ВРЖ Нечаевка,a122042b-f9c7-11ea-8599-1c34dae33151,Хранение от поставщика,"Воды минеральные от 0,8л до 3л",2580.0,2.8536234647929
"01003828942","9","14","33","4",РЦ СБЛ НСК,"9a44a5d4-6f14-11ed-b96e-08c0eb32008b",Кросс-док,Энергетические напитки,3804.0,4.67847063333333
"01003828837","3","10","32","0",РЦ СБЛ НСК,a6ef32dc-76e3-11e9-80c5-0cc47a817925,Хранение от поставщика,"Газированные напитки менее 0,8л",1764.0,5.45625142162879
"01003904217","1","16","38","2",РЦ СБЛ НСК,"0bd913d9-4b82-11ec-85ad-1c34dae33151",Хранение от поставщика,"Холодные чаи менее 0,8л",24.0,0.119648557952468
"01003822247","7","7","32","4",РЦ СБЛ НСК,"0bd913d9-4b82-11ec-85ad-1c34dae33151",Кросс-док,"Негазированные питьевые воды от 0,8л до 3л",114.0,0.760106976282782
"01003904217","1","16","38","2",РЦ СБЛ НСК,"0bd913d9-4b82-11ec-85ad-1c34dae33151",Хранение от поставщика,Энергетические напитки,36.0,0.179472836928702
"01003822247","7","7","32","4",РЦ СБЛ НСК,"0bd913d9-4b82-11ec-85ad-1c34dae33151",Кросс-док,"Газированные напитки менее 0,8л",48.0,0.320045042645382
"01003615926","11","26","17","6",РЦ СБЛ ВЛГ-2 WMS,"718f5685-c732-11ed-ae77-08c0eb320147",Хранение от поставщика,"Газированные напитки от 0,8л",1536.0,2.77928428333333
"01003791756","11","25","30","5",РЦ СБЛ РНД-2,f867fb96-d63d-11ea-8598-1c34dae33151,Хранение от поставщика,"Газированные напитки менее 0,8л",336.0,1.29484844736048
"01003904217","1","16","38","2",РЦ СБЛ НСК,"0bd913d9-4b82-11ec-85ad-1c34dae33151",Хранение от поставщика,"Квас от 0,8л",24.0,0.119648557952468
"01003902650","7","13","37","6",РЦ СБЛ НСК,"5c37154a-c40f-11ed-ae77-08c0eb320147",Хранение от поставщика,"Газированные напитки от 0,8л",576.0,1.96559591666667
"01003822247","7","7","32","4",РЦ СБЛ НСК,"0bd913d9-4b82-11ec-85ad-1c34dae33151",Кросс-док,"Холодные чаи менее 0,8л",48.0,0.320045042645382
"01003880562","11","9","37","2",РЦ СБЛ КНД-3,"3cd9aeaa-76f8-11ee-8860-08c0eb32014b",Хранение от поставщика,"Вкусовые питьевые воды менее 0,8л",576.0,1.72973632653061
"01003904217","1","16","38","2",РЦ СБЛ НСК,"0bd913d9-4b82-11ec-85ad-1c34dae33151",Хранение от поставщика,"Газированные питьевые воды от 0,8л до 3л",6.0,0.029912139488117
"01003904217","1","16","38","2",РЦ СБЛ НСК,"0bd913d9-4b82-11ec-85ad-1c34dae33151",Хранение от поставщика,Безалкогольное пиво,672.0,3.3501596226691
"01003822247","7","7","32","4",РЦ СБЛ НСК,"0bd913d9-4b82-11ec-85ad-1c34dae33151",Кросс-док,Безалкогольное пиво,696.0,4.64065311835804
"01003822247","7","7","32","4",РЦ СБЛ НСК,"0bd913d9-4b82-11ec-85ad-1c34dae33151",Кросс-док,"Газированные питьевые воды от 0,8л до 3л",42.0,0.280039412314709
"01003904217","1","16","38","2",РЦ СБЛ НСК,"0bd913d9-4b82-11ec-85ad-1c34dae33151",Хранение от поставщика,"Воды минеральные от 0,8л до 3л",864.0,4.30734808628885
"01003904217","1","16","38","2",РЦ СБЛ НСК,"0bd913d9-4b82-11ec-85ad-1c34dae33151",Хранение от поставщика,"Негазированные питьевые воды от 0,8л до 3л",24.0,0.119648557952468
"01003822247","7","7","32","4",РЦ СБЛ НСК,"0bd913d9-4b82-11ec-85ad-1c34dae33151",Кросс-док,"Квас от 0,8л",702.0,4.68065874868871
"01003791756","11","25","30","5",РЦ СБЛ РНД-2,f867fb96-d63d-11ea-8598-1c34dae33151,Хранение от поставщика,"Вкусовые питьевые воды от 0,8л",300.0,1.15611468514329
"01003880562","11","9","37","2",РЦ СБЛ КНД-3,"3cd9aeaa-76f8-11ee-8860-08c0eb32014b",Хранение от поставщика,Энергетические напитки,600.0,1.80180867346939
"01003822247","7","7","32","4",РЦ СБЛ НСК,"0bd913d9-4b82-11ec-85ad-1c34dae33151",Кросс-док,"Газированные напитки от 0,8л",3258.0,21.7230572695553
"01003904217","1","16","38","2",РЦ СБЛ НСК,"0bd913d9-4b82-11ec-85ad-1c34dae33151",Хранение от поставщика,"Газированные напитки от 0,8л",1416.0,7.05926491919561
"01003791756","11","25","30","5",РЦ СБЛ РНД-2,f867fb96-d63d-11ea-8598-1c34dae33151,Хранение от поставщика,"Негазированные питьевые воды менее 0,8л",1512.0,5.82681801312217
"01003822247","7","7","32","4",РЦ СБЛ НСК,"0bd913d9-4b82-11ec-85ad-1c34dae33151",Кросс-док,"Воды минеральные от 0,8л до 3л",342.0,2.28032092884835
"01003791756","11","25","30","5",РЦ СБЛ РНД-2,f867fb96-d63d-11ea-8598-1c34dae33151,Хранение от поставщика,"Газированные питьевые воды от 0,8л до 3л",504.0,1.94227267104072
"01003904217","1","16","38","2",РЦ СБЛ НСК,"0bd913d9-4b82-11ec-85ad-1c34dae33151",Хранение от поставщика,"Газированные напитки менее 0,8л",216.0,1.07683702157221
"01003822247","7","7","32","4",РЦ СБЛ НСК,"0bd913d9-4b82-11ec-85ad-1c34dae33151",Кросс-док,Энергетические напитки,12.0,0.0800112606613455
"01003603445","8","13","15","0",РЦ СБЛ ВЛГ-2 WMS,c7da00ce-3602-11ee-885f-08c0eb32014b,Хранение от РЦ,"Газированные напитки менее 0,8л",72.0,1.41799801666667
"01003868842","10","28","35","4",РЦ СБЛ ВЛГ-2 WMS,cfad39c9-bd3e-11eb-85ab-1c34dae33151,Хранение от поставщика,Негазированные питьевые воды от 3л,1560.0,1.95082878577044
"01003868842","10","28","35","4",РЦ СБЛ ВЛГ-2 WMS,cfad39c9-bd3e-11eb-85ab-1c34dae33151,Хранение от поставщика,"Воды минеральные от 0,8л до 3л",3024.0,3.78160656933962
"01003766690","5","13","28","0",РЦ СБЛ ВЛГ-2 WMS,"718f5685-c732-11ed-ae77-08c0eb320147",Хранение от поставщика,"Газированные напитки от 0,8л",3456.0,8.2764153
"01003834190","8","21","34","4",РЦ СБЛ ВЛГ-2 WMS,"875bbabf-ba1c-11eb-85ab-1c34dae33151",Кросс-док,"Газированные напитки от 0,8л",801.0,2.72846368333333
"01003743719","7","8","28","2",РЦ СБЛ ТМН,a478fb2c-733c-11ea-bca4-0050560306e1,Кросс-док,Энергетические напитки,624.0,4.61162786666667
"01003768114","10","14","29","1",РЦ СБЛ НН,"29966288-1e27-11ed-885a-08c0eb32014b",Хранение от поставщика,"Негазированные питьевые воды от 0,8л до 3л",504.0,0.389330466666667
"01003875053","5","2","36","2",РЦ СБЛ РНД-2,e1be0609-e680-11ee-8861-08c0eb32014b,Хранение от поставщика,"Газированные напитки менее 0,8л",1128.0,3.86129248879668
"01003787379","12","24","30","4",РЦ СБЛ УФА-2,c1ae6f0a-ee93-11ea-8599-1c34dae33151,Хранение от поставщика,"Воды минеральные от 0,8л до 3л",1350.0,2.24533506833713
"01003798019","6","29","31","2",РЦ СБЛ ТМН,ded9af41-bbef-11ec-8857-08c0eb32014b,Хранение от поставщика,Энергетические напитки,636.0,5.69397136666667
"01003875053","5","2","36","2",РЦ СБЛ РНД-2,e1be0609-e680-11ee-8861-08c0eb32014b,Хранение от поставщика,Безалкогольное пиво,1260.0,4.31314586514523
"01003878554","7","3","36","3",РЦ СБЛ НСК,"3f86f1f4-2a8e-11ed-b106-08c0eb31fffb",Хранение от поставщика,"Негазированные питьевые воды от 0,8л до 3л",18.0,3.20512715769231
"01003820393","5","9","32","6",РЦ СБЛ НН,"29966288-1e27-11ed-885a-08c0eb32014b",Хранение от поставщика,"Воды минеральные от 0,8л до 3л",2520.0,3.818776
"01003787379","12","24","30","4",РЦ СБЛ УФА-2,c1ae6f0a-ee93-11ea-8599-1c34dae33151,Хранение от поставщика,"Воды минеральные менее 0,8л",780.0,1.29730470615034
"01003825475","6","7","32","4",РЦ СБЛ ВЛГ-2 WMS,dd0df3c5-e7cb-11ec-ae71-08c0eb320147,Хранение от поставщика,Негазированные питьевые воды от 3л,2280.0,11.8286252829167
"01003851361","7","25","35","1",РЦ СБЛ СМР,a6ef32dc-76e3-11e9-80c5-0cc47a817925,Хранение от поставщика,Негазированные питьевые воды от 3л,2136.0,21.988133699015
"01003813093","10","2","31","6",РЦ СБЛ ВЛГ-2 WMS,a122042b-f9c7-11ea-8599-1c34dae33151,Хранение от поставщика,"Воды минеральные менее 0,8л",1600.0,1.95798562507997
"01003865947","7","31","35","0",РЦ СБЛ СМР,a122042b-f9c7-11ea-8599-1c34dae33151,Хранение от поставщика,"Воды минеральные менее 0,8л",1600.0,1.33420398724083
"01003851361","7","25","35","1",РЦ СБЛ СМР,a6ef32dc-76e3-11e9-80c5-0cc47a817925,Хранение от поставщика,"Вкусовые питьевые воды от 0,8л",126.0,1.29705283055988
"01003878554","7","3","36","3",РЦ СБЛ НСК,"3f86f1f4-2a8e-11ed-b106-08c0eb31fffb",Хранение от поставщика,Негазированные питьевые воды от 3л,2.0,0.35612523974359
"01003868842","10","28","35","4",РЦ СБЛ ВЛГ-2 WMS,cfad39c9-bd3e-11eb-85ab-1c34dae33151,Хранение от поставщика,"Газированные питьевые воды от 0,8л до 3л",504.0,0.630267761556604
"01003851361","7","25","35","1",РЦ СБЛ СМР,a6ef32dc-76e3-11e9-80c5-0cc47a817925,Хранение от поставщика,Газированные питьевые воды от 3л,336.0,3.45880754815967
"01003878554","7","3","36","3",РЦ СБЛ НСК,"3f86f1f4-2a8e-11ed-b106-08c0eb31fffb",Хранение от поставщика,"Негазированные питьевые воды менее 0,8л",32.0,5.69800383589744
"01003825475","6","7","32","4",РЦ СБЛ ВЛГ-2 WMS,dd0df3c5-e7cb-11ec-ae71-08c0eb320147,Хранение от поставщика,"Газированные питьевые воды от 0,8л до 3л",1512.0,7.84424624025
"01003865947","7","31","35","0",РЦ СБЛ СМР,a122042b-f9c7-11ea-8599-1c34dae33151,Хранение от поставщика,"Воды минеральные от 0,8л до 3л",2580.0,2.15140392942584
"01003825475","6","7","32","4",РЦ СБЛ ВЛГ-2 WMS,dd0df3c5-e7cb-11ec-ae71-08c0eb320147,Хранение от поставщика,"Негазированные питьевые воды от 0,8л до 3л",1008.0,5.2294974935
"01003875053","5","2","36","2",РЦ СБЛ РНД-2,e1be0609-e680-11ee-8861-08c0eb32014b,Хранение от поставщика,"Газированные напитки от 0,8л",504.0,1.72525834605809
"01003787379","12","24","30","4",РЦ СБЛ УФА-2,c1ae6f0a-ee93-11ea-8599-1c34dae33151,Хранение от поставщика,"Негазированные питьевые воды от 0,8л до 3л",504.0,0.838258425512528
"01003826197","11","12","33","2",РЦ СБЛ УФА-2,"3cd9aeaa-76f8-11ee-8860-08c0eb32014b",Хранение от поставщика,Энергетические напитки,1344.0,3.60145911666667
"01003858585","3","31","35","0",РЦ СБЛ НСК,"3cd9aeaa-76f8-11ee-8860-08c0eb32014b",Хранение от поставщика,"Вкусовые питьевые воды менее 0,8л",504.0,1.21081925291829
"01003820393","5","9","32","6",РЦ СБЛ НН,"29966288-1e27-11ed-885a-08c0eb32014b",Хранение от поставщика,"Газированные питьевые воды от 0,8л до 3л",1008.0,1.5275104
"01003851361","7","25","35","1",РЦ СБЛ СМР,a6ef32dc-76e3-11e9-80c5-0cc47a817925,Хранение от поставщика,"Газированные напитки менее 0,8л",252.0,2.59410566111975
"01003851361","7","25","35","1",РЦ СБЛ СМР,a6ef32dc-76e3-11e9-80c5-0cc47a817925,Хранение от поставщика,"Газированные питьевые воды от 0,8л до 3л",504.0,5.1882113222395
"01003768114","10","14","29","1",РЦ СБЛ НН,"29966288-1e27-11ed-885a-08c0eb32014b",Хранение от поставщика,"Воды минеральные от 0,8л до 3л",1008.0,0.778660933333333
"01003813093","10","2","31","6",РЦ СБЛ ВЛГ-2 WMS,a122042b-f9c7-11ea-8599-1c34dae33151,Хранение от поставщика,"Воды минеральные от 0,8л до 3л",8820.0,10.7933957582534
"01003829104","10","21","34","4",РЦ СБЛ НСК,"67e22ba2-008a-11ee-885e-08c0eb32014b",Кросс-док,"Воды минеральные менее 0,8л",72.0,3.47452169411765
"01003742949","6","28","26","6",РЦ СБЛ НН,e0126b4f-d4f1-11eb-85ac-1c34dae33151,Хранение от поставщика,"Квас от 0,8л",96.0,0.470047358333333
"01003652357","9","12","20","1",РЦ СБЛ ВЛГ-2 WMS,f9b41e55-548c-11ea-879c-0050560306e1,Кросс-док,"Газированные напитки менее 0,8л",2184.0,15.1024871
"01003845903","14","20","34","3",РЦ СБЛ РНД-2,a6ef32dc-76e3-11e9-80c5-0cc47a817925,Хранение от поставщика,"Газированные питьевые воды от 0,8л до 3л",1008.0,2.25236003286119
"01003742949","6","28","26","6",РЦ СБЛ НН,e0126b4f-d4f1-11eb-85ac-1c34dae33151,Хранение от поставщика,"Газированные напитки менее 0,8л",96.0,0.470047358333333
"01003861390","9","29","35","5",РЦ СБЛ ВЛГ-2 WMS,"5c37154a-c40f-11ed-ae77-08c0eb320147",Хранение от поставщика,"Газированные напитки от 0,8л",960.0,5.90678460992908
"01003845903","14","20","34","3",РЦ СБЛ РНД-2,a6ef32dc-76e3-11e9-80c5-0cc47a817925,Хранение от поставщика,Негазированные питьевые воды от 3л,2976.0,6.64982485892351
"01003861390","9","29","35","5",РЦ СБЛ ВЛГ-2 WMS,"5c37154a-c40f-11ed-ae77-08c0eb320147",Хранение от поставщика,"Газированные напитки менее 0,8л",168.0,1.03368730673759
"01003845903","14","20","34","3",РЦ СБЛ РНД-2,a6ef32dc-76e3-11e9-80c5-0cc47a817925,Хранение от поставщика,Газированные питьевые воды от 3л,252.0,0.563090008215297
"01003778179","8","18","29","5",РЦ СБЛ ВЛГ-2 WMS,b816da60-c690-11ea-b7de-0050560306e1,Хранение от поставщика,"Квас менее 0,8л",144.0,0.596595133333333
"01003778179","8","18","29","5",РЦ СБЛ ВЛГ-2 WMS,b816da60-c690-11ea-b7de-0050560306e1,Хранение от поставщика,"Квас от 0,8л",432.0,1.7897854
"01003829104","10","21","34","4",РЦ СБЛ НСК,"67e22ba2-008a-11ee-885e-08c0eb32014b",Кросс-док,"Воды минеральные от 0,8л до 3л",30.0,1.44771737254902
"01003770121","11","10","28","4",РЦ СБЛ ВЛГ-2 WMS,cfad39c9-bd3e-11eb-85ab-1c34dae33151,Хранение от поставщика,"Газированные питьевые воды от 0,8л до 3л",1008.0,0.702202937662338
"01003781758","3","16","29","3",РЦ СБЛ КСК,"0bd913d9-4b82-11ec-85ad-1c34dae33151",Хранение от поставщика,"Воды минеральные от 0,8л до 3л",420.0,3.52654931701193
"01003756271","5","8","28","2",РЦ СБЛ НН,a122042b-f9c7-11ea-8599-1c34dae33151,Хранение от поставщика,"Воды минеральные менее 0,8л",800.0,1.22666604385965
